,nome,tipo,endereco,lei,nome_oficial,area,latitude,longitude
193,Astério Rufino Alves/ Da Estância/Professora Julieta Moura,Praça,Avenida Estancia/Rua Barros Sobrinho/Rua Dr Adelino Filho,12237/76,Praça Astério Rufino Alves,"601,2742232",-8.086152993,-34.93252543
194,Luiz Gonzaga,Praça,Rua Engenho Boa Sorte / Rua Engenhjo Barro Alto / Rua Engenho Tabare / Rua Engenho Curralinho,16868/03,Praça Luiz Gonzaga,"952,3527457",-8.114512026,-34.95083597
195,Tertuliano  Feitosa,Praça,Rua Ascenso Ferreira/Rua Carlos Fernandes/R Nogueira Limar Fonseca Oliveira,01847/52,Praça Tertuliano Feitosa,"12538,28373",-8.031892077,-34.88655079
196,Ulisses Leon De Oliveira/ Men De Sa,Praça,Rua Madre Rosa Gatorno/Rua Marques De Baipendi/R Prof Jeronimo Gueiros,1010/68,Praça Ulisses Leon de Oliveira,"2229,781496",-8.02933478,-34.88946523
197,Vereador Antonio Luiz Neto,Praça,Rua Dr Raimundo Cavalcanti  Uchoa/ Avenida Prof Jose Dos Anjos/ Rua Petronila Botelho,10099/69,Praça Antônio Luiz,"6854,444744",-8.028152063,-34.89072248
198,Professor Luiz Inácio Pessoa De Melo,Praça,Avenida Santos Dumont/R Couto Magalhaes//Rua Jose Alexandre Cacador,11203/73,Praça Luiz Inácio Pessoa de Mello,"1514,688478",-8.030706977,-34.89487228
199,Phaelante Da Câmara,Praça,Avenida Norte/Avenida Santos Dumont,06242/63,Praça Phaelante da Câmara,"2535,501914",-8.033021471,-34.89645357
200,Amaro Albino Pimentel,Praça,Avenida Eng. Agamenon Magalhães De Melo / Rua Canapolis,14182/80,Praça Amaro Albino Pimentel,"1927,377072",-8.029928162,-34.89786528
201,Jose Sales Filho/ Ponte Da Torre,Praça,Avenida Beira Rio,13531/78,Praça José Sales Filho,"2203,347699",-8.045159731,-34.9046566
202,Professor Coelho De Almeida,Praça,Avenida Caxanga/Avenida Mario Alvares Pereira De Lyra/R Cons Silveira De Souza/R Prof Coelho De Almeida,02101/53,Praça Professor Coelho de Almeida,"4519,802419",-8.045449563,-34.93159909
203,Pinto Damaso Da Varzea,Praça,Avenida Afonso Olindense/Rua Coronel Pacheco/ Prc Pinto Damaso,00053/95,Praça Pinto Damaso,"1703,675725",-8.048372188,-34.95930836
204,Manuel Markman,Praca,Rua Joao Tude De Melo/Rua Leonardo Bezerra Cavalcante,1578893,Praça Manuel Markman,"1150,677973",-8.036473407,-34.90945407
205,Pinto Damaso Da Varzea,Praça,Avenida Afonso Olindense /Rua Azeredo Coutinho/Rua Coronel Pacheco,00053/95,Praça Pinto Damaso,"6638,082271",-8.049159781,-34.9594845
206,Do Caxanga,Praça,Avenida Caxanga/ Praca Do Caxanga,,Praça do Caxanga,"1895,99331",-8.031182701,-34.95495451
207,Frei Caneca,Praça,Rua Imperial/Avenida Sul,,,"3084,265215",-8.072316377,-34.88172272
208,Joao Xxiii,Praça,Rua Itauna/ Rua Maranguape,15606/92,Praça João Vinte e Três,"1077,288239",-8.083224468,-34.95535994
209,Mercia De Albuquerque,Praça,Rua Capitao Manuel De Aguiar/Rua Capitao Francisco Coutinho/Rua Capitao Sebastiao Ferreira,,Praça Mercia de Albuquerque,"1612,206414",-8.095123619,-34.93238217
210,Olavo Bilac,Praca,Rua Do Hospicio/ Rua Do Principe,14478/82,Praça Olavo Bilac,"3360,559604",-8.057103901,-34.88299549
211,Des. Carlos Xavier Paes Barreto/Pais E Filhos,Praça,Rua Vicente Licinio/ Avenida Senador Robert Kennedy/ R Manoel Bekmann/ Rua Anita Garibaldi,15961/94,Praça Desembargador Carlos Xavier Paes Barreto,"1596,810785",-8.118049717,-34.92051981
212,Aleixo De Oliveira,Praça,Rua Aristides Lobo/Rua Adolfo Faro/Rua Helio Brandao,02863/54,Praça Aleixo de Oliveira,"9872,531916",-8.112473679,-34.92441046
213,Sebastião Malta/ Sesquicentenário,Praça,Rua Alberto Lundgren / Avenida Dona Carentina / Avenida Governador Roberto Silveira,10551/72,Praça Sebastião Malta,"3025,505849",-8.136669744,-34.9369309
214,Marcantonio Vilaca/ Das Cassuarinas,Praça,Rua Alexandrino Martins Rodrigues / Rua Joaquim Carneiro Da Silva / Rua Mario Gomes De Matos,16606/00,Praça Marcantônio Vilaça,"7929,669573",-8.098990627,-34.88932383
215,Brigadeiro Ivo Borges/ Seleção 70,Praça,Avenida Armindo Moura / R Capitao Lopes Braganca / R Eugenio Coimbra Junior/R General Charles De Gaulle,10.367/71,Praça Selecao 70,"5433,435654",-8.150688881,-34.91047983
216,Da Rua Carlos Gomes / Do Cavalo Dourado,Praça,Rua Gomes Taborda / R Carlos Gomes,,Praça da Rua Carlos Gomes/ do Cavalo Dourado,"228,4562746",-8.059028696,-34.91222267
217,Do Derby,Praça,Avenida Governador Agamenon Magalhaes/Rua Jener De Souza,,Praça do Derby,"13334,32713",-8.056286413,-34.89910823
218,Do Derby,Praça,Avenida Governador Agamenon Magalhaes/Rua Jener De Souza,,Praça do Derby,"13021,8582",-8.057136516,-34.89908761
219,Poeta Fernando Pessoa/Nossa Senhora De Fátima,Praca,Rua Amaro Bezerra,15268/89,Praça Poeta Fernando Pessoa,"1362,496282",-8.055958926,-34.90106576
220,Correia De Araujo / Do Entroncamento,Praça,Avenida Rui Barbosa/Avenida Cons Rosa E Silva,00033/37,Praça do Entroncamento,"5841,829382",-8.050457829,-34.897231
221,Da Feb (Força Expedicionaria Brasileira),Praça,Rua Quarenta E Oito / Rua Amapa,00579/49,Praça da FEB,"1203,000481",-8.040594222,-34.89473909
222,Capiba,Praça,Rua Manoel Brandao/R Urca / Para,16897/03,Praça Capiba,"1716,461909",-8.009030103,-34.88522124
223,Onze De Junho,Praça,Rua Moraes De Inhama/Avenida Cruz Cabuga/Rua Dona Leonor Porto,,Praça Onze de Junho,"9271,832019",-8.044146364,-34.87414291
224,Onze De Junho,Praça,Avenida Prefeitom Artur Lima Cavalcanti,,Praça Onze de Junho,"1132,427383",-8.045000556,-34.87471854
225,Melvin Jones,Praça,Rua Padre Roma/Rua Sebastiao Malta Arcoverde,09765/67,Praça Melvin Jones,"901,3195872",-8.033058472,-34.90728339
226,Mano Teodosio,Praça,Estra Real Do Poco,15630/92,Praça Mano Teodósio,"70,8079734",-8.036080917,-34.92464338
227,De Apipucos,Praça,Rua Apipucos  / Rua Alianca,,Praça de Apipucos,"1448,202254",-8.020943313,-34.93562139
228,Vila Do Moinho,Praça,Estrada De Belem/Rua Castro Alves,,Praça Vila do Moinho Recife,"210,3218416",-8.037152315,-34.89067859
229,Othon Bezerra De Melo,Praça,Rua Regina/ Rua Ana/ Rua Ida,06397/60,Praça Othon Bezerra de Melo,"1060,21374",-8.015465916,-34.92860365
230,Largo Da Encruzilhada,Praça,Avenida Joao De Barros/Rua Dr Jose Maria/Avenida Beberibe,,Largo da Encruzilhada,"1718,357169",-8.037350908,-34.89142217
231,Professor Ageu Magalhães,Praça,Rua Jenner De Souza,02359/55,Praça Professor Ageu Magalhães,"649,8328252",-8.05733666,-34.90025304
232,Manuel Markman,Praca,Joao Tude De Melo,1578893,Praça Manuel Markman,"1021,657241",-8.036620728,-34.90947217
233,Jose Sales Filho,Praca,Avenida Beira Rio,13531/78,Praça José Sales Filho,"1603,94372",-8.044528018,-34.90482779
234,Doutor Pedro Alves Neto,Praça,Avenida Beberibe/ Rua Da Regeneracao,16068/95,Praça Doutor Pedro Alves Neto,"198,166606",-8.018591518,-34.89320584
235,Doutor Pedro Alves Neto,Praça,Avenida Beberibe/ Rua Dr Eudes Costa,16068/95,Praça Doutor Pedro Alves Neto,"227,2885913",-8.01839404,-34.89336753
236,Profeta Joseph Smith,Praça,Avenida Engenheiro Domingos Ferreira,14706/85,Praça Profeta Joseph Smith,"804,7101549",-8.098106912,-34.88634993
237,Professor Dr Antonio Figueira/ Estrada Real Do Poco,Praça,Estrada Real Do Poco,16855/03,Praça Professor Doutor Antônio Figueira,"358,8856272",-8.03549863,-34.92324247
238,Josenildo Paes Barreto,Praça,Rua Joao Elisio Ramos/ Rua Dr Joao Marques,15107/88,Praça Josenildo Paes Barreto,"484,3838078",-8.06303777,-34.90501267
239,Dom  Miguel  Valverde,Praça,Rua Amaro Coutinho/Rua Fernando Cesar/R Inacio Galvao Dos Santos,5463/59,Praça Dom Miguel Valverde,"3166,228127",-8.03553322,-34.89271976
240,Abc,Praça,Rua Jose Bezerra Cavalcante/Avenida Manoel Goncalves Da Paz/R Jetucupapo/R Neto Campelo Junior,10531/72,Praça A.B.C,"5212,5892",-8.073494139,-34.91860271
241,Jornalista Antônio Teixeira Junior,Praça,Avenida Engenheiro Domingos Ferreira / Rua Viscinde De Jequitinhonha,14.518/83,Praça Jornalista Antônio Teixeira Junior,"1020,981431",-8.129670524,-34.90246713
242,Alberto Pinto,Praça,Rua Arnobio Marques/ Avenida Agamenon  Magalhaes,13698/79,Praça Alberto Pinto,"2083,579927",-8.045053479,-34.88864
243,Faca Cega,Praça,Rua Currais Novos / Rua Guama / Rua Gurupa / Rua Mecejana,,Praça Faca Cega,"649,8076224",-8.119843092,-34.95611551
244,Da  Rua Dr Julio Campelo,Praça,Rua Dr Julio Campelo/Rlucilo Varejao/ Rua Jose Pessoa De Queiroz,,Praça Doutor Júlio Campelo,"318,2000338",-8.032431242,-34.93133529
245,Jornalista Otávio Sarmento Cardoso/Coliseu,Praça,Rua Prof Otavio Sarmento Cardoso/ R Torres Gomes/ R Dr Jose Munguba Sobrinho,,Praça Jornalista Otávio Sarmento Cardoso/Coliseu,"246,0770681",-8.037252355,-34.95602863
246,Angélica,Praça,Rua Angelica/ Rua Claudio Brotherhood,,Praça Angélica,"551,8575551",-8.053687749,-34.93151417
247,Movicar,Praça,Rua Capitao Joao Lopes/R Capitao Vicente Moutinho/R Capitao Jeronimo Amaral,,Praça Movicar,"1906,669984",-8.093465192,-34.93254057
248,Das Crianças,Praça,Rua Luiz Sepulveda/Rua Capitao Paulo Teixeira/Rua Capitao Domingos Da Costa,,Praça das Criancas,"5563,874378",-8.098665789,-34.93360387
249,Pedro Brandão,Praça,Rua Jeronimo Inojosa/Rua Sargento Afonso Rodrigues/R Francisco Do Rego/R Capitao Francisco Da Rocha,,Praça Pedro Brandão,"1600,907408",-8.097704971,-34.93173386
250,Eduardo Cardoso/Gregorio Albuquerque,Praça,Rua Alvaro Fragoso/R Bento Teixeira/R Capitao Gregorio De Albuquerque/Trv Capitao G De Albuquerque,,Praça Eduardo Cardoso/Gregório Albuquerque,"7385,393837",-8.09643717,-34.93142046
251,Irmã Douraci,Praça,Largo Da Mustardinha/Avenida Manoel Goncalves Da Paz/,,Praça Irmã Douraci,"615,1753193",-8.07181677,-34.91832397
252,El Salvador,Praça,Avenida Sao Paulo,,Praça El Salvador,"158,2687097",-8.076677599,-34.94207711
253,Noel Rodrigues,Praça,Rua Guy Bastos Junior/ R Comendador Franco Ferreira/Trv Comendador F Ferreira/ Avenida General San Martin,,Praça Noel Rodrigues,"3222,074603",-8.067143641,-34.92752222
254,Noel Rodrigues,Praça,Rua Guy Bastos Junio/ Rua Comendador Franco Ferreira/ Avenida General San Martin,,Praça Noel Rodrigues,"961,6499243",-8.066568087,-34.92736969
255,Dom Bosco,Praça,Rua Mineirolandia/Rua Tenente Mindelo,,Praça Dom Bosco,"130,0923685",-8.075048933,-34.9299451
256,Nossa Senhora De Fátima,Praça,Rua Professor Silvio Da Cunha Santos/R Dr Telesphoro Fragoso/Rua Pedro Melo,,Praça Nossa Senhora de Fátima,"1324,103831",-8.072333057,-34.93061711
257,Professora Antonia Galvão,Praça,Rua Alegre / R Julio Ramos/ Rua Zeferino Agra,,Praça professora Antonia Galvão,"269,0575661",-8.021164799,-34.89318526
258,Desenhista Eulino Santos,Praça,Rua Da Regeneracao/R Desenhista Eulino Santos,,Praça desenhista Eulino Santos,"1439,129443",-8.022917866,-34.88311476
259,Do Cajueiro,Praça,Rua Tenente Wanderley/R Maria Cristina Tasso De Souza/R Couto Soares,,Praça do Cajueiro,"1123,398111",-8.01281867,-34.88307815
260,Sementes Do Amanhã,Praça,Avenida Sebastiao Salazar/ Rua Couto Soares,,Praça Sementes do Amanhã,"226,0414424",-8.013098914,-34.88177275
261,Do Colégio Jarbas Pernambucano,Praça,Avenida Sebastiao Salazar/ Rua Barao De Tamandare,,Praça do Colégio Jarbas Pernambucano,"802,8852493",-8.011087595,-34.88380149
262,Lagoa Do Araça,Parque,Rua Jose Ferreira Lins / Rua Engenheiro Jose Brandao Cavalcante,,Praça Lagoa do Araça,"148288,3743",-8.094360461,-34.91491461
263,Radio Capibaribe,Praça,Rua Coronel Urbano Ribeiro De Sena/Rua Noroeste,,Praça Rádio Capibaribe,"1744,478146",-8.014349772,-34.88321901
264,Radio Capibaribe,Praça,Rua Coronel Urbano Ribeiro De Sena,,Praça Rádio Capibaribe,"807,3316781",-8.013924604,-34.88304571
265,Da Igreja,Praça,Rua Capitao Pero Miranda,,Praça da Igreja,"859,1078349",-8.129980705,-34.94806974
266,Da Comar,Praça,Rua Joao Cavalcante Petribu/Rua Hidelbrando De Vasconcelos,,Praça do Comar,"477,2616045",-7.990179773,-34.91556605
267,Raizes,Praça,Rua Engenho Bem Querer / Rua Engenho Bela Flor / R Engenho Barra Branca / R Engenho Bela Rosa,,Praça Raizes,"667,0092044",-8.112185887,-34.95060483
268,Da Amizade,Praça,Rua Leila Felix Karam/Rua Dr Aniceto Ribeiro Varejao/R Des Capistrano De Moraes E Silva,,Praça da Amizade,"799,5704709",-8.065087774,-34.93222682
269,Do Fundão,Praça,Avenida Beberibe,,Praça do Fundão,"2191,966077",-8.013909336,-34.88944698
270,Professor Trajano,Praça,Rua Prof Trajano De Mendonca / R Jose De Holanda / R Real Da Torre,,Praça Professor Trajano,"201,0721813",-8.044982837,-34.90996987
271,Sao Francisco De Assis,Praça,Rua Vale Do Siriji /R Vale Do Jaguaribe/ R Soldado Jose Vivancio,,Praça São Francisco de Assis,"573,533752",-8.036490888,-34.9757881
272,Tamarindo,Praça,Rua Engenho Firmeza / Rua Engenho Timbi / Rua Engenho Tabare / Rua Engenho Segredo,,Praça Tamarindo,"672,8242585",-8.114388946,-34.9501783
273,Da Rua Tenente João Mauricio Campos,Praça,Rua Tenente Joao Mauricio Campos / Rua Capitao Luiz Dorneles,,Praça  João Maurício Campos,"411,5547959",-8.121774812,-34.94565974
274,Artur Lima Cavalcanti,Praça,Avenida Prefeito Artur Lima Cavalcanti,,Praça Artur Lima Cavalcanti,"1223,656693",-8.045358016,-34.874266
275,Da Trv José Leite,Praça,Travessa Jose Leite,,Praça da travessa José Leite,"94,73465903",-8.089403777,-34.88886883
276,Luiz Americo Willians,Praça,Rua Engenho Belo Prado / Rua Engenho Bom Mirar/R Engenhoc Serra Grande/ Rua Engenho Flor Do Bosque,,Praça Luiz Americo Willians,"668,46137",-8.113285082,-34.95039008
277,Joao Rique,Praça,Rua  Joao Rique/Rua Lucilo Varejao/ Rua Des Oscar Coutinho,,Praça João Rique,"1415,597416",-8.032167777,-34.93204838
278,Jose Maria Do Nascimento Paraiba/ Do Lixão,Praça,Rua Juparana / Rua Codajas / Avenida Valenca,,Praça José Maria do Nascimento Paraíba/Lixão,"1618,617645",-8.119127435,-34.95361817
279,Da Rua Abc,Praça,Rua Abc / Rua Aprigio Alves,,Praça da rua ABC,"390,8697151",-8.082779575,-34.91067924
280,Santa Luzia,Praça,Rua Lupianopolis / Rua Mandaguacu / Rua Manduri / Rua Rio Paracatu,,Praca Santa Luzia,"638,0745256",-8.115719677,-34.95500836
281,Brasilit,Praça,Rua Engenheiro Vasconcelos Bittencourt/ Rua Abatia,,Praça Brasilit,"1259,280586",-8.041706266,-34.95026367
282,Sabere,Praça,Rua Emeterio Maciel/ Rua Frutuoso Gomes/Trv Frutuoso Gomes,,Praça Sabere,"427,7241101",-8.03727147,-34.95239724
283,Quitéria,Praça,Rua Joao Francisco Lisboa/Rua Michael Felix Karan/Rua Quiteria,,Praça Quitéria,"2407,262041",-8.052537548,-34.95636268
284,Carmela Dutra/ Ipiranga,Praça,Rua General Souza Doca/Rua General Guimaraes Cova,,Praça Carmela Dutra/Ipiranga,"8145,441642",-8.078167137,-34.91432807
285,Isabel Cabral,Praça,Rua Vicente Ribeiro De Barros/Rua Luis De Franca Da Costa Cabral,,Praça Isabel Cabral,"618,9778664",-8.080062722,-34.91913278
286,Joaquim Cardoso/ Da Biblioteca,Praça,Rua Francisco Uchoa/Rua Prof Augusto Wanderley Filho/Rua Jacira,,Praça Joaquim Cardoso/da Biblioteca,"1912,802965",-8.082177592,-34.9080519
287,Joao Miguel De Souza Junior I,Praça,R Valdemar Falcao / Avenida Visconde De Sao Leopoldo/R Dom Joao Moura/Trv Valdemar Falcao,,Praça João Miguel de Souza Junior,"1176,006711",-8.058880804,-34.94576938
288,Joao Miguel De Souza Junior Ii,Praça,Rua Dom Joao Moura/ Trv Valdemar Falcao/ R Jose Dos Santos/Avenida Visconde De Sao Leopoldo,,Praça João Miguel de Souza Junior,"460,6567781",-8.059468402,-34.94566536
289,Sitio Das Palmeiras,Praça,Rua  Alvaro Texeirade Mesquita/ Rua Bom Pastor /Rua Presidente Washington Luiz,,Praça Sítio das Palmeiras,"3579,992972",-8.051317352,-34.93922838
290,Maria Sampaio Lucena,Praça,Avenida Pernambuco / Rua Santa Maria Madalena,,Praça Maria Sampaio Lucena,"1188,66719",-8.120939851,-34.94593532
291,Paulo Freire,Praça,Avenida Beira Rio /Rua Demostenes De Olinda,,Praça Paulo Freire,"587,5754442",-8.04977648,-34.90498149
292,Do Finado Leiteiro,Praça,Rua Serra Bonga / Rua Parintins / Rua Sabara / Rua Paulista,,Praça do Finado Leiteiro,"1204,455279",-8.120234711,-34.94726276
293,Dr Arnaldo Assunção,Parque,Rua Antonio Borges Uchoa/ Rua Antonio Curado/ R Manuel Alves Deusdara / R Governador Lopo Garro,,Parque Doutor Arnaldo Assunção,"28171,22471",-8.057223142,-34.94285155
294,Coronel Silva Torres,Praça,Rua Coronel Silva Torres (Area Militar),,Praça Coronel Silva Torres,"302,6148758",-8.053406687,-34.90355401
295,Da Rua Cordislândia,Praça,Avenida Marechal Cordeiro De Farias/ Rua Cordislandia/ R Cristovao Cavalcanti,,Praça da Rua Cordislândia,"683,1630116",-8.039633133,-34.93494625
296,Da Alegria,Praça,Rua Des Cunha Barreto/ Rua Da Alegria,,Praça da Alegria,"87,27662495",-8.063708519,-34.88698962
297,Da Comunidade,Praça,Rua Rio Indaia / Rua Rio Parnaiba / Rua Rio Juruena / Rua Rio Tapajos,,Praça da Comunidade,"1202,348231",-8.116194218,-34.94763521
298,Forte Do Brum,Praça,Avenida Militar,,Praça do Forte do Brum,"2525,816098",-8.052791938,-34.87148251
299,Cívica,Praça,Rua Alexandre Moura/ Avenida Cruz Cabuga,,Praça Cívica,"3865,769456",-8.046881037,-34.87599171
300,Do Escorrego,Praça,Avenida Pernambuco / Rua Rio Arinos / Rua Rio Indaia / Rua Rio Caqueta,,Praça do Escorrego,"1268,806039",-8.11750539,-34.94688157
301,Estevão De Sá,Praça,Avenida Caxanga/ Rua Caxanga Agape,,Praça Estevão de Sá,"923,9800845",-8.036645069,-34.94648015
302,Da Rua Caxanga Agape,Praça,Avenida Caxanga/Rua Caxanga Agape,,Praça da Rua Caxangá Agape,"3628,343617",-8.036157479,-34.94740386
303,Herois Da Restauração/ Do Buraco,Praça,Rua Caja/Rua Oiticica Lins/Rua Calumbi /Rua Ipojuca,,Praça Herois da Restauração /do Buraco,"9903,512185",-8.097417499,-34.93563583
304,Cristo Rei,Praça,Rua Sao Fidelis / Rua Diamantino / Rua Joanesia / Rua Marlieria,,Praça Cristo Rei,"964,3012094",-8.120631578,-34.95473409
305,Engenho Poeta / Do Rotary,Praça,Avenida Caxanga/ Rua Pedro Lund,,Praça Engenho Poeta/do Rotary,"4659,485191",-8.034238461,-34.95088649
306,Monsenhor Arruda Camara,Praça,Rua Antonio Vaz/Rua General Francisco Figueiroa,,Praça Monsenhor Arruda Camara,"1546,924287",-8.091585271,-34.93027685
307,José Cicílio,Praça,Rua Capitao Jeronimo Amaral/ R Capitao Vicente Moutinho/Rua Capitao Amador Rodrigues,,Praça José Cicílio,"1801,860228",-8.094189484,-34.9332826
308,Antonio Bezerra Pontes,Praça,Praca Do Sena/Rua Capitao Fernao De Melo/Rua Capitao Domingos Da Costa,,Praça Antonio Bezerra Pontes,"664,1367707",-8.096969362,-34.93386564
309,Da Mentira,Praça,Rua Capitao Amaro Cerqueira/ Rua Sargento Afonso Rodrigues/ R Cap F Da Rocha/ R Cap A Do Rego,,Praça da Mentira,"1724,992456",-8.096804269,-34.9326179
310,Da Rua Água Preta,Praça,Rua Gloria Do Goita / Rua Jaboataorua Agua Preta / Rua Lagoa De Itaenga,,Praça da Rua Água Preta,"773,5482101",-8.123178781,-34.94748407
311,Da Vitoria,Praca,Rua Capitao Gregorio De Albuquerque/Avenida Izabel De Goes,,Praça da Vtiória,"775,3141317",-8.094423466,-34.93421939
312,Da Avenida Da Recuperação,Praça,Avenida Da Recuperacao,,Praça da Avenida da Recuperação,"3999,450181",-7.987094409,-34.93509587
313,Vale Do Siriji,Praça,Rua Vale Do Siriji/ Rua Americo Virgilio,,Praça Vale do Siriji,"160,4927067",-8.036230847,-34.97685972
314,Da Rua Solanea,Praça,Rua Solanea/ Rua Mundau/ Rua Pirpirituba/ Rua Guaraquebaca,,Praça da Rua Solanea,"638,0243932",-8.116536938,-34.95369235
315,Arlindo Araújo Filho,Praca,Rua Professor José Calazans / 1º Travessa Da Rua Manuel Vieira,,Praca Arlindo Araujo Filho,"586,0486615",-8.070507075,-34.93289333
316,Cais Edgar Amorim,Praça,Avenida Rui Barbosa,,Praça Cais Edgar Amorim,"998,4940163",-8.037148563,-34.90625213
317,Dona Lindu,Parque,Avenida Boa Viagem,17271/06,Parque Dona Lindu,"35964,94082",-8.14134971,-34.90415197
318,Professor Rutilho,Praca,Rua Professor Rutilho/Rua Inaja/Rua Alcantara/Rua Pagy,,Praça Professor Rutilho,"325,2233158",-8.088984264,-34.96728722
319,Professor Rutilho,Praca,Rua Professor Rutilho/Rua Inaja,,Praça Professor Rutilho,"285,4649075",-8.088673735,-34.96701413
320,Simon Bolivar,Praça,Avenida Governador Agamenon Magalhaes/ Avenida Cruz Cabuga,,Praça Simon Bolivar,"1872,374536",-8.03719613,-34.87002708
321,Simon Bolivar,Praça,Avenida Gov Agamenon Magalaes/ Avenida Cruz Cabuga,,Praça Simon Bolivar,"2025,082895",-8.03754857,-34.87007163
322,Memorial Arco Verde,Parque,Avenida Agamenon Magalhaes/ Avenida Cruz Cabuga,,Praça Memorial Arco Verde,"10339,30283",-8.036608071,-34.87010932
323,Memorial Arco Verde,Parque,Avenida Agamenon Magalhaes/ Avenida Cruz Cabuga,,Praça Memorial Arco Verde,"10339,30283",-8.03610835,-34.87077364
324,Da Avenida Mauricio De Nassau I,Praca,Avenida Mauricio Da Nassau/Rua Luiz Carlos Guilherme,,Praça da Avenida Maurício de Nassau,"785,7192735",-8.043500973,-34.92234616
325,Da Avenida Mauricio De Nassau Ii,Praca,Avenida Mauricio De Nassau/ Rua Luiz Carlos Guilherme,,Praça da Avenida Maurício de Nassau,"1691,510173",-8.043888562,-34.92246046
326,Silva Jardim,Praça,Avenida Dezessete De Agosto/ Rua Temporal,,Praça Silva Jardim,"150,7621806",-8.02777343,-34.92886297
327,Quartel General,Praca,Rua Do Hospicio/ Rua Do Principe,,Praça Quartel General,"1080,948019",-8.05811559,-34.88327215
328,Jose Da Mota Silveira,Praça,Rua Arlindo Gouveia/Avenida Beira Rio,,Praça José da Mota Silveira,"839,101398",-8.0564113,-34.90379033
329,Joca Leal,Praça,Largo De Casa Amarela/ Rua Santa Izabel,,Praça Joca Leal,"1230,987551",-8.026715931,-34.91874033
330,Amaro Lopes / Da Fumaça,Praça,Rua Principal / Rua Monte Horeb,,Praça Amaro Lopes/da Fumaça,"345,6430453",-8.023460228,-34.90806016
331,Sítio Da Trindade/Arraial Velho Do Bom Jesus,Parque,Estrada Do Arraial / Estrada De Entrocamento/Rua Pedro Afonso,,Parque Sítio da Trindade/Arraial V. do Bom Jesus,"61042,85109",-8.030021972,-34.91275685
332,Jose Bonifacio,Praça,Trv Corrego Do Euclides/R Alto Jose Bonifacio/ R Alto Da Serrinha/R Alto Da Conquista/Rua Sao Jose,,Praça José Bonifácio,"1799,408584",-8.012440826,-34.91357212
333,Jenner De Souza,Praca,Rua Amaro Bezerra/ R Jenner De Souza,,Praça Jenner de Souza,"2697,020853",-8.054924707,-34.90034744
334,Otávio  De Freitas,Praça,Rua Jener De Souza/ Rua Amauri De Medeiros,15.310/90,Praça Otávio de Freitas,"5948,34773",-8.057887213,-34.90050161
335,Da Rua José Pimentel,Praça,Rua Jose Pimentel/Rua Candido Portinari/Rua Adolfo Ferreira/Rua Fernando Ferrari,,Praça da Rua José Pimentel,"1380,627152",-8.114548305,-34.91848104
336,Largo Dom Luiz,Praça,Largo Dom Luiz / Avenida Norte Miguel Arraes De Alencar,10188/69,Largo Dom Luiz,"1197,226956",-8.020885691,-34.91734692
337,General Euler Bents/ Da Sudene,Praça,Rua Jean Emile Favre/Rua Sartunino Meireles/Avenida Raimundo Diniz/Rua Silveira Neto,,Praça General Euler Bentes/da Sudene,"5511,929787",-8.113887535,-34.92190533
338,Da Rua  Antonio Aparecido,Praça,Rua Soldado Antonio Aparecido/ Rua Sargrnto Rubens Leite/,,Praça do Monteiro,"110,3115835",-8.127494322,-34.94578104
339,Maria Vitalina Gonçalves Da Rocha / Do Bongi,Praça,Rua Dona Maria Augusta Nogueira/Rua Isaac Markman,15319/90,Praça Maria Vitalina Gonçalves da Rocha,"1245,491931",-8.063929747,-34.92180501
340,Senhor Bartolomeu,Praça,Rua Coronel João Batista Do Rego Barros/ Rua Antonio  Batista De Souza,,PRC SENHOR BARTOLOMEU,"2441,237516",-8.017911929,-34.93295864
341,Da Quadra,Praça,Rua Cassatuba/Rua Catigua,,Praça da Quadra,"1555,426488",-8.012731231,-34.92137623
342,Sitio Grande,Praça,Avenida Norte Miguel Arraes,,Praça Sitio Grande,"451,611361",-8.019765636,-34.92688557
343,Nadir Colaço,Praça,Avenida Norte Miguel Arraes De Alencar/ Rua Ana/ R Pedro Paes De Mendonca,,Praça Nadir Colaco,"2649,360826",-8.016750179,-34.92925896
344,Jose Vieira,Praça,Rua Engenho Carauna/ Rua Manoel Serafim Do Couto,,Praça José Vieira,"881,3337946",-8.087220203,-34.90516133
345,Jose Vieira,Praça,Rua Engenho Agua Clara/ Rua Manoel Serafim Do Couto,,Praça José Vieira,"644,2453277",-8.086877574,-34.90536075
346,Da Morena,Praça,Avenida Rio Grande / Rua Rio Jaró / Rua Rio Uruguai,,Praça da Morena,"689,6837729",-8.116369718,-34.94830291
347,Da Morena,Praça,Avenida Rio Grande / Rua Rio Gurupí/ Rua  Rio Parauá,,Praça da Morena,"834,2104048",-8.11617109,-34.94890321
348,Campo Do Lagoão,Praça,Rua Dr Cezar Montezuma / Rua Alfredo Martins De Almeida,,Praça Campo do Lagoão,"266,6207775",-8.128845111,-34.95083215
349,Boco-Moco/Da Ur 5,Praça,Rua Joao Joaquim De Mello Filho/R Gal Coelho Cintra/ R Des Thomaz C Wanderley/R Alvarenga Peixoto,,Praça Boco-Moco/da UR 5,"844,4557704",-8.132747044,-34.94970258
350,Nova Esperança,Praça,Rua Nova Alianca (Vila Uniao),,Praça Nova Esperança,"3226,833013",-8.030824123,-34.93262109
351,Maracangaia,Praça,Rua Guaratuba/Rua Manacapuru/Rua Pirpirituba/Rua Obidos,,Praça Maracangaia,"633,4580659",-8.116811063,-34.9546874
