,nome,tipo,endereco,lei,nome_oficial,area,latitude,longitude
11,Do Monteiro,Praça,Avenida Dezessete De Agosto,,Praca do Monteiro,"668,8804646",-8.027913492,-34.92798922
12,Sérgio Loreto,Praça,Rua Imperial,01395/24,Praça Sérgio Loreto,"4560,931602",-8.072488891,-34.8853334
13,Das Cinco Pontas,Praça,Rua Vidal De Negreiros/Rua Imperial,01737/29,Praça das Cinco Pontas,"157,3078383",-8.071880743,-34.88214292
14,Das Cinco Pontas,Praça,Rua Vidal De Negreiros,01737/29,Praça das Cinco Pontas,"878,2432253",-8.071573012,-34.88188765
15,Dezessete,Praça,Rua Imperador Pedro Ii,,Praça Dezessete,"816,9992761",-8.065308057,-34.87691259
16,Das Cinco Pontas,Praça,Rua Vidal De Negreiros,01737/29,Praça das Cinco Pontas,"1463,617695",-8.071007482,-34.88144625
17,Dom Vital,Praça,Rua Das Calcadas,00318/42,Praça Dom Vital,"1096,675348",-8.068186779,-34.87835072
18,Joaquim Nabuco,Praça,Rua Frei Caneca/ Cais Da Detencao,5483/59,Praça Joaquim Nabuco,"1826,451645",-8.064545759,-34.88125311
19,Dezessete,Praça,Rua Imperador Pedro Ii / Avenida Martins De Barros,,Praça Dezessete,"1151,809795",-8.065251334,-34.87653876
20,Da Comunidade Luso - Brasileira,Praça,Cais Do Apolo/Avenida Militar,10003/68,Praça da Comunidade Luso Brasileira,"1902,98919",-8.053736449,-34.87103187
21,Da Independência/ Diário De Pernambuco,Praça,Avenida Dantas Barreto/Rua Primeiro De Março,11463/74,Praça da Independência,"2168,67139",-8.064166299,-34.87815957
22,Chora Menino,Praça,Rua Paissandu/ Avenida Lins Petit,,Praça Chora menino,"2372,239044",-8.060289347,-34.89488865
23,Rio Branco ( Marco Zero),Praça,Avenida Alfredo Lisboa,00192/39,Praça Rio Branco,"5468,326667",-8.063157342,-34.87109061
24,Tiradentes,Praça,Cais Do Apolo/Rua Bione,07930/62,Travessa Tiradentes,"5076,945565",-8.058698428,-34.87207801
25,,Area Verde,Rua Dr Jaime Da Fonte/Avenida Governador Agamenon Magalhaes,,,"485,0326105",-8.040064717,-34.87845583
26,General Carlos Pinto/ Largo Dos Casados,Praça,Rua Arlindo Melo/ Avenida Cruz Cabuga/ Rua Dos Casados,00178/48,Praca General Carlos Pinto,"3250,886457",-8.040097305,-34.87190978
27,Do Rosario,Praça,Rua Francisco Lacerda,,Praça do Rosário,"251,073068",-8.050490532,-34.95836889
28,Maciel Pinheiro,Praça,Rua Do Hospicio / Rua Do Aragao,00027/46,Praça Maciel Pinheiro,"1343,102546",-8.062376317,-34.88573807
29,Parque Amorim,Praça,Rua Joao Fernandes Vieira/Avenida Agamenon Magalhaes,,Praça Parque Amorim,"1647,876963",-8.052047649,-34.89498176
30,,Area Verde,Avenida Norte Miguel Arraes De Alencar/Avenida Governador Miguel Arraes De Alencar,,,"83,38378095",-8.042891848,-34.88461108
31,San Martin,Praça,Avenida General San Martin,,Praça da Avenida General San Martin,"3062,605426",-8.071011847,-34.92879124
32,,Area Verde,Rua Nova Europa/ Rua Pedro Boulitreau/Trv Pedro Boulitreau/Rua Farroupilha,,,"1935,777252",-8.075195066,-34.93140072
33,,Area Verde,Avenida Agamenon Magalhaes,,,"739,6589317",-8.040140979,-34.87885013
34,Profeta Joseph Smith/ Da Santa,Praça,Avenida Engenheiro Domingos Ferreira,14706/85,Praça Profeta Joseph Smith,"5938,539789",-8.096888965,-34.88604569
35,Miguel De Cervantes,Praça,Rua Francisco Alves,3.340/55,Praça Miguel de Cervantes,"1037,065806",-8.067558726,-34.89395077
36,Miguel De Cervantes,Praça,Rua Estado De Israel/Rua Capitao Jose  Da Luz,3.340/55,Praça Miguel de Cervantes,"872,9275081",-8.066101465,-34.89327839
37,Miguel De Cervantes,Praça,Rua Francisco Alves/Rua Jose De Alencar /Ruaantonio Gomes De Freitas,3.340/55,Praça Miguel de Cervantes,"2104,794269",-8.066768098,-34.89357782
38,Dom Jose Pereira Alves,Praça,Rua Manoel Elias/Rua Des Manoel De Sa Pereira/Rua Dom Jose Pereira Alves,,Praça Dom José Pereira Alves,"695,7855432",-8.049211071,-34.92536237
39,Dom Diogo Camarão,Praça,Rua Capitao Francisco Barreiras/Rua Capitao Manuel De Araujo Miranda,10074/69,Praça Dom Diogo Camarao,"928,0450268",-8.060342319,-34.92881848
40,Pantanal,Praca,Rua Capitao Gregorio De Albuquerque/Praca Pantanal/Rua Capitao Domingos Da Costa,,Praça Pantanal,"684,8925334",-8.094827242,-34.93383621
41,Da Bandeira,Praça,Avenida Sport Clube Do Recife/ Rua Benfica/ Rua Chico Science,02206/39,Praça da Bandeira,"2344,640792",-8.061391901,-34.90159021
42,Salgueiro,Praça,Rua Comendador Alvares De Carvalho/Rua Ribeirao/ Prc Salgueiro,,Praça Salgueiro,"1250,396333",-8.042580862,-34.93823736
43,Da Esperança/ Largo Dona Suzana,Praça,Rua Joao Da Mata/Caratinga/Rosa Candida,,Praça da Esperança,"539,1142959",-8.054287351,-34.91619183
44,Euclides Da Cunha / Do Internacional,Praça,Rua Benfica /  Severino Pinheiro / Heitor Maia Filho,10074/69,Praça do Internacional,"6259,305832",-8.058381,-34.9035688
45,Camilo Pereira Carneiro,Praça,Avenida Getulio Vargas,09515/65,Praça Camilo Pereira Carneiro,"68642,3295",-8.068604891,-34.94432198
46,Da Rua Tijucal,Area Verde,Rua Tijucal/Avenida Norte Miguel Arraes De Alencar,,,"593,3985494",-8.013646924,-34.93138401
47,,Area Verde,Rua Dr. Abel Ventura /  Rua Fernando Benvindo Da Fonseca,,,"5892,810202",-8.041435012,-34.91669427
48,Da Rua Da Aurora,Area Verde,Rua Da Aurora/ Avenida Norte Miguel Arraes De Alencar,,,"40642,75388",-8.054397738,-34.87641698
49,Cemitério De Santo Amaro,Area Verde,Rua Do Pombal/Rua Dos Palmares,,,"119512,906",-8.049582688,-34.88498801
50,,Area Verde,Rua Dianopolis/Rua Odete Monteiro,,,"979,9926409",-8.046766289,-34.91858353
51,Da Conceição,Praça,Rua Morro Da Conceição,,Praça da Conceição,"6368,164132",-8.019349645,-34.91530281
52,,Area Verde,Rua Professora Maria Do Carmo Araujo/R Antonio Pereira/ R Dr Jose Ramos De Vasconcelos,,,"10631,64778",-8.071264414,-34.9252638
53,,Area Verde,Avenida Governador Agamenon Magalhaes,,,"5669,730769",-8.037785157,-34.87559909
54,,Area Verde,Avenida Governador Agamenon Magalhaes,,,"340,637002",-8.040273354,-34.8790422
55,,Area Verde,Avenida Governador Agamenon Magalhaes,,,"4449,466837",-8.039557198,-34.87758353
56,,Area Verde,Avenida Governador Agamenon Magalhaes,,,"1620,032858",-8.039077325,-34.87836625
57,,Area Verde,Avenida Governador Agamenon Magalhaes,,,"1950,603145",-8.039652709,-34.87960599
58,,Area Verde,Avenida Gov Agamenon Magalhaes,,,"4507,611822",-8.040196208,-34.88078221
59,,Area Verde,Avenida Governador Agamenon Magalhaes,,,"3928,148486",-8.042645879,-34.88604571
60,,Area Verde,Avenida Governador Agamenon Magalhaes,,,"10522,42433",-8.044428742,-34.88808027
61,Da Avenida Militar,Area Verde,Avenida Militar,,,"665,7893281",-8.051739587,-34.87140794
62,Nossa Senhora Da Boa Viagem,Praça,Rua Setubal / Rua Dr Nylo Dornellas Camara / Avenida Boa Viagem / Rua Barao De Souza Leao,,Praça da  Boa Viagem,"8407,359778",-8.132007092,-34.90073518
63,Da Rua Potengy,Area Verde,Rua Potengy/ Rua Itanage,,,"173,6371027",-8.105240332,-34.91980071
64,Da Avenida Militar,Area Verde,Avenida Militar,,,"463,2260672",-8.051520894,-34.87194045
65,Da Avenida Militar,Area Verde,Avenida Militar,,,"1012,036453",-8.052881346,-34.87170011
66,Da Avenida Militar,Area Verde,Avenida Militar,,,"634,4859777",-8.051871726,-34.87167723
67,Do Cais Do Apolo,Area Verde,Cais Do Apolo,,,"923,8390639",-8.054053374,-34.87184563
68,Fernando Galvao/Quatro De Outubro,Praça,Rua Dr Vilas Boas/Rua Olimpio Costa/Praca Fernando Galvao,16369/98,Praça Fernando Galvão,"1867,635131",-8.095441959,-34.93894494
69,Da Av Engenheiro José Estelita,Area Verde,Avenida Engenheiro Jose Estelita/ Rua Capitao Temudo,,,"3313,075659",-8.077561278,-34.89143533
70,Frei Caneca - A,Praça,Avenida Sul,,,"2158,411114",-8.072191159,-34.88117152
71,Da Rua Do Futuro,Area Verde,Rua Do Futuro/Rua Padre Roma/Rua Muniz Tavares,,,"224,3425154",-8.034005727,-34.90573516
72,,Area Verde,Avenida Governador Agamenon Magalhaes,,,"5277,312251",-8.041356705,-34.88147277
73,Da Av Engenheiro Abdias De Carvalho,Area Verde,Avenida Engenheiro Abdias De Carvalho,,,"236,1215108",-8.06095448,-34.90486416
74,Da Av Engenheiro Abdias De Carvalho,Area Verde,Avenida Eng Abdias De  Carvalho,,,"62,43450096",-8.061248393,-34.90476612
75,Jardim Sao Paulo/ João Cabral De Melo Neto,Praça,Rua Senador Alberto Pasqualini/Rua N S  De Fatima/Rua Damasco,14597/83,Praça do Jardim São Paulo,"6582,838854",-8.081623961,-34.93836152
76,Da Av Engenheiro Abdias De Carvalho,Area Verde,Avenida Engenheiro Abdias De Carvalho,,,"84,91887102",-8.061310509,-34.90468385
77,Da Av Engenheiro Abdias De Carvalho,Area Verde,Avenida Eng Abdias De Carvalho,,,"50,36220699",-8.061265784,-34.90495975
78,Da Rua Desenhista Eulino Santos,Area Verde,Rua Bento Justino De Souza/R Desenhista Eulino Santos,,,"1101,360597",-8.022622716,-34.88358087
79,Rua João Praxedes De Oliveira Filho,Area Verde,Rua Joao Praxedes De Oliveira Filho/Rua Elias Gomes/ Travenida Joao Praxedes De Oliveira Filho,,,"421,4498364",-8.019861155,-34.87964878
80,Avenida Beberibe,Area Verde,Avenida Beberibe,,,"138,9170241",-8.014560519,-34.88976264
81,Da Rua Hercília De Medeiros,Area Verde,Rua Hercília De Medeiros/ R Barão De Tamandare / R Alice Tibiriçá,,,"1216,79834",-8.009903415,-34.88279639
82,Da Avenida Prefeito Artur Lima Cavalcanti,Area Verde,Avenida Prefeito Artur Lima Cavalcanti,,,"5207,239643",-8.046079646,-34.87409266
83,Da Rua Capitão Temudo,Area Verde,Rua Capitão Temudo,,,"1297,900663",-8.07862112,-34.89231853
84,Rua Paissandu,Area Verde,Rua Paissandu/ Avenida Lins Petit,,,"109,0369723",-8.059680128,-34.89434829
85,Da Avenida Lins Petit,Area Verde,Avenida Lins Petit,,,"89,81787082",-8.060749595,-34.89497265
86,Da Rua Da Paz,Area Verde,Rua Da Paz/Praca Da Paz,,,"55,80694647",-8.080332697,-34.90644806
87,Da Rua General Francisco Figueiroa,Area Verde,Rua Gal Francisco Figueiroa/Rua Capitao Estevao Fernandes,,,"50,79344063",-8.092892551,-34.93000118
88,Da Avenida General San Martin,Area Verde,Avenida General San Martin,,,"548,7151653",-8.070637246,-34.92899331
89,Da Avenida General San Martin,Area Verde,Avenida General San Martin,,,"42,14747428",-8.07063049,-34.92868239
90,Beira Rio,Praça,Avenida Beira Rio,,Praça Beira Rio,"19966,22917",-8.046253452,-34.90402245
91,Beira Rio,Praça,Avenida Beira Rio,,Praça Beira Rio,"19966,22917",-8.049835422,-34.90450432
92,Da Rua Padre Teófilo Tworz,Area Verde,Rua Padre Teófilo Tworz/ Rua Cosme Viana,,,"226,9617642",-8.065392699,-34.90904097
93,Da Av Norte Miguel Arraes De Alencar,Area Verde,Avenida Norte Miguel Arraes De Alencar/ Rua Do Monte,,,"1499,082628",-8.01260259,-34.93214478
94,Da Avenida General San Martin,Area Verde,Avenida General San Martin,,,"399,7507674",-8.070825919,-34.92843602
95,Da Avenida General San Martin,Area Verde,Avenida General San Martin,,,"501,2248992",-8.071371718,-34.92859386
96,Da Avenida General San Martin,Area Verde,Avenida General San Martin,,,"406,1308641",-8.071159946,-34.92915854
97,Da Avenida Luiz De Lacerda,Area Verde,Avenida Historiador Jordao Emerenciano/ Avenida Luiz De Lacerda,,,"181,9914709",-8.036639892,-34.94315655
98,Da Rua Benfica,Area Verde,Rua Benfica,,,"380,1366162",-8.058063583,-34.90426786
99,Da Rua Benfica,Area Verde,Rua Benfica,,,"110,0369544",-8.058643274,-34.90281486
100,Da Rua Arão Botler,Area Verde,Rua Arao Botler / Avenida Cidade De Monteiro,,,"229,7198589",-8.00920484,-34.88856854
101,Da Av Beberibe/ Av Cidade De Monteiro,Area Verde,Avenida Beberibe/ Avenida Cidade De Monteiro,,,"709,3229676",-8.009918879,-34.8888922
102,Da Av Beberibe/ Av Cidade De Monteiro,Area Verde,Avenida Beberibe/ Avenida Cidade De Monteiro/ Rua Arao Botler,,,"1589,814424",-8.009474259,-34.88883199
103,Da Avenida Governador Agamenon Magalhaes,Area Verde,Avenida Governador Agamenon Magalhaes,,,"4875,904477",-8.043270963,-34.88559356
104,Do Monteiro,Praça,Avenida Dezessete De Agosto,,Praca do Monteiro,"787,7179912",-8.02785261,-34.92845605
105,Prof. Barreto Campelo,Praça,Rua Conselheiro Theodoro/ Rua Marques De Marica,10485/72,Praça Professor Barreto Campello,"2461,053184",-8.047997177,-34.91484274
106,Deputado Fábio Correa,Praça,Rua Severino Bernadino Pessoa/ Rua Irapiranga,14.355/81,Praça deputado Fabio Correa,"597,9855524",-8.022359393,-34.90632204
107,Prof. Barreto Campelo,Praça,Rua Jose De Holanda/ Rua Barreto Campelo/Rua Zilda S De Santana,10485/72,Praça Professor Barreto Campello,"4519,880225",-8.04702363,-34.91399529
108,Joao Pessoa De Queiroz,Praça,Rua Domingos De Abreu Vasconcelos/Aniceto Ribeiro Varejao/Des Capristano De Moraes E Silva,10.124/69,Praça João Pessoa de Queiroz,"2252,435147",-8.067352423,-34.9329581
109,Do Paraiso,Praça,Rua Cinco De Novembro,13.805/79,Praça do Paraíso,"315,1620589",-8.08105852,-34.90718956
110,Academia Da Cidade,Area Verde,Avenida Gov Agamenon Magalhaes,,,"5549,353666",-8.041581726,-34.8837587
111,Vila Do Moinho Recife,Praça,Rua Domingos Bastos,,Praça Vila do Moinho Recife,"313,8420519",-8.03731776,-34.88891284
112,,Area Verde,Avenida Governador Agamenon Magalhaes,,,"9328,991515",-8.043698771,-34.88829308
113,São Braz,Praça,Rua Capitao Manuel De Aguiar/R Capitao Braz De Barros/R Capitao Francisco Coutinho/Praça Sao Braz,,Praça São Braz,"1658,410372",-8.094377412,-34.93161111
114,Alfredo Pinto/Das Lavadeiras,Praça,Rua Caruaru/ Rua Palmares/Rua Goiana/Rua Argemiro Galvao,00318/42,Praça Alfredo Pinto,"3259,518082",-8.094351239,-34.93686828
115,Do Sena,Praça,Rua Capitao Joao Pontes/Rua Capitao Antonio Franca/Rua Capitao Domingos Da Costa,,Praça do Sena,"4898,081623",-8.095864063,-34.9336817
116,Jornalista Anibal Fernandes,Praça,Rua Capitao Estevao Fernandes/Rua Gal Francisco Fiqueiroa/R Capitao Jacinto Da Cruz,,Praça Jornalista Anibal Fernandes,"5085,369008",-8.093486844,-34.93011487
117,Professor Abdgar Soriano,Praça,Rua Frei Manuel Calado/Rua General Francisco Figueiroa,,Praça Professor Abdgar Soriano,"1992,750137",-8.09243358,-34.93017666
118,Capiba,Praça,Rua Engenheiro Edgar D'Amorim / Rua Do Futuro,16897/03,Praça Capiba,"360,8648409",-8.043766763,-34.89813483
119,Maria Da Conceição Otacilio,Praça,Rua Otacilio Pessoa/Rua Padre Diogo Rodrigues/Prc Maria Da Conceicao,02793/54,Praça Maria da Conceição,"1495,029741",-8.089525934,-34.94038585
120,De Campo Grande/Eudoro Correa,Praça,Estrada De Belem/ Rua Goncalves Dias/ Rua Catulo Da Paixao Cearense,,Praça de Campo Grande,"3856,433498",-8.032299001,-34.87744157
121,Augustus Rodrigues,Praça,Rua Augusto Rodrigues/Rua Padre Miguelinho/R Dom Joao Da Costa,,Praça Augusto Rodrigues,"2259,265663",-8.039388541,-34.88519858
122,Da República,Praça,Rua Praca Da Republica,,Praça da República,"6931,022614",-8.060768613,-34.87844425
123,Da República,Praça,Rua Da Praca Da Republica,,Praça da República,"5561,022882",-8.061000454,-34.8768515
124,Da República,Praça,Rua Praca Da Republica,,Praça da República,"8266,864094",-8.06089663,-34.87757372
125,Gregorio Bezerra,Praça,Rua Arumanduba/Rua Souza Bandeira,15065/88,Praça Gregório Bezerra,"8019,261149",-8.044551422,-34.91490004
126,Da Saudade/ Campo Santo,Praça,Rua Do Pombal/ Avenida  Da Saudade/ Rua Treze De Maio,,Praça do Campo Santo,"9873,341906",-8.05036453,-34.88283192
127,Abelardo Rijo,Praça,Rua Capitao Temudo/ Avenida Engenheiro Jose Estelita,10316/71,Praça Abelardo Rijo,"9723,843408",-8.078168684,-34.89174203
128,Governador Paulo Guerra,Praça,Avenida Saturnino De Brito/  Rua Capitao Temudo,,Praça Governador Paulo Guerra,"2426,404129",-8.080074629,-34.89232223
129,Da Cavalaria,Praça,Rua Delmiro Gouveia/Avenida General San Martin/Rua Apulcro De Assuncao,,Praça da Cavalaria,"1260,048771",-8.065380736,-34.92749122
130,Dr Adolfo Cirne / Faculdade De Direito,Praça,Rua Princesa Izabel/ Rua Do Hospicio/Rua Do Riachuelo,01259/22,Praça Dr Adolfo Cirne,"20280,10499",-8.058708287,-34.88265545
131,Da Cavalaria,Praça,Avenida Consul Vilares Fragoso/Rua Comendador Franco Ferreira/Avenida Gal San Martin,,Praça da Cavalaria,"1277,616061",-8.065579426,-34.92710117
132,Arari Ferreira Fonseca,Praça,Rua Romulo Da Fonseca Gomes/ Rua Monsenhor Ferreira Lima,,Praça Arari Ferreira Fonseca,"553,04426",-8.029962639,-34.93615205
133,Sao Benedito Pereira Dos Santos,Praça,Rua Tapirema/ Prc Sao Benedito Pereira Dos Santos/R Serra Nova/,,Praça São Benedito Pereira dos Santos,"380,4137817",-8.037886757,-34.98178557
134,Professor Moraes Rego/ Do Taxi,Praça,Rua Agricolandia /Avenida Professor Moraes Rego,,Praça Jockey Clube,"1024,794857",-8.043240462,-34.94389603
135,Jockey Clube,Praça,Rua Carlos Gomes E Jockey Clube,,Praça Jockey Clube,"439,3176572",-8.061039542,-34.91281501
136,Filonila Ferreira,Praça,Rua Monsenhor Joao Barbalho/Praca Filonila Ferreira,13455/78,Praça Filonila Ferreira,"213,1768505",-8.041457663,-34.95658737
137,Nossa Senhora Da Paz / Largo Da Paz,Praça,Rua Motocolombo/Rua Da Paz,,Praça da Paz,"2961,900359",-8.080605731,-34.90612789
138,Bernardo  Vieira De Melo,Praça,Rua Joao Perdigao/Praca Bernardo Vieira De Melo/R Theodorico Selva/Rua Padre Nobrega,,Praça Bernardo Vieira de Melo,"1150,529557",-8.090245819,-34.93875574
139,Sitio Do Benvenuto / Da Barrigada,Praça,Rua Jupiacara/Rua Caturite/ Rua Santa Rosa,,Praça do Sítio Benvenuto,"463,1647444",-8.075344456,-34.92555684
140,Sitio Do Benvenuto/ Da Barrigada,Praça,Rua Jupiacara/ Rua Imbituba/ Rua Caturite,,Praça do Sítio Benvenuto,"467,9334631",-8.075233289,-34.92502221
141,Sitio Do Da Barrigada,Praça,Rua Jupiacara/ Rua Santo Angelo/ Rua Imbituba,,Praça do Sítio Benvenuto,"469,3597196",-8.075122195,-34.9244936
142,Abelardo Baltar,Praça,Rua Comendador Moraes,,Praça Abelardo Baltar,"478,1369251",-8.087228836,-34.88271544
143,Abelardo Baltar,Praça,Rua Praca Abelardo Baltar,,Praça Abelardo Baltar,"72,43711423",-8.087433482,-34.88258653
144,Alcides Ferreira Leal/ Do Jordao,Praça,Rua Jose Martorano / Rua Dr Alvaro Ferreira / Rua Lima Campos,,Praça do Jordão,"1906,501131",-8.130504443,-34.938465
145,Da Luz / Da Fraternidade,Praça,Rua Engenho Araquara / Rua Engenho Timbi / Avenida Rio Sao Francisco,,Praça Luz da Fraternidade,"1551,431831",-8.115080632,-34.95025587
146,Do Terço/ Sebastiao Pontes,Praca,Praca Sebastiao Pontes/Rua Capitao Amaro Cerqueira/Rua Capitao Domingos Costa,,Praça Sebastião Pontes,"436,7968459",-8.09759545,-34.93388892
147,Presidente Kennedy,Praça,Rua Dona Carentina / Rua Miravania,,Praça Presidente Kennedy,"2153,473691",-8.134257824,-34.94174368
148,São José Do Manguinho,Praça,Rua Confederacao Do Equador/Avenida Rui Barbosa,00033/37,Praça São José dos Manguinhos,"340,6164735",-8.048095165,-34.89890896
149,Elvira Andrade De Souza,Praça,Rua Paulino Gomes De Souza/Rua Alberto Paiva,11444/74,Praça Elvira Andrade de Souza,"773,1669198",-8.043753544,-34.9012548
150,Padre Marcelino Champangnat,Praça,Rua Paulino Gomes De Souza,10.643/72,Praça Marcelino Champagnat,"967,7103441",-8.041620727,-34.90053842
151,Professor Fleming,Praça,Rua Muniz Tavares,4346/56,Praça Professor Fleming,"3921,040069",-8.035270957,-34.90591214
152,Da Jaqueira,Parque,Rua Do Futuro/Rua Deputado Pedro Pires Ferreira/ Avenida Rui Barbosa,,Parque da Jaqueira,"71793,04406",-8.036906181,-34.90482213
153,Casa Forte,Praça,Avenida Dezessete De Agosto,,Praça de Casa Forte,"6080,504819",-8.035374529,-34.91975305
154,Alice De Albuiquerque,Praça,Rua Couto Soares/R Adolfo Simoes Barbosa,,Praça Alice de Albuquerque,"141,112533",-8.012737276,-34.88380124
155,Casa Forte,Praça,Rua Casa Forte,,Praça de Casa Forte,"5590,231542",-8.033866468,-34.91895114
156,Farias Neves,Praça,Rua Dois Irmaos / Avenida Dom Manoel De Medeiros,5958/60,Praça Farias Neves,"8574,791972",-8.015644143,-34.94419349
157,Do Trabalho,Praça,Avenida Norte Miguel Arraes De Alencar/ Rua Fernando De Souza Caete,01483/25,Praça do Trabalho,"2070,318675",-8.023225392,-34.91452741
158,Batista Da Silva/ Operário Luis Da Hora,Praca,Rua Prof Trajano De Mendonca/ R Jose Bonifacio,09310/64,Praça Batista da Silva,"216,9910213",-8.042476011,-34.90834573
159,Ponte D Uchoa,Praça,Avenida Rui Barbosa/ Rua Madre Loyola/ Rua Antonio Celso Uchoa Cavalcanti,,Praça Ponte D`Uchoa,"485,2880827",-8.041396064,-34.9033467
160,Barão De Caiara,Praca,Rua Afonso De Albuquerque De Melo/Rua Leonardo Bezerra Cavalcante,1.663/54,Praça Barão de Caiara,"2437,637829",-8.038067213,-34.91098217
161,Ascenso Ferreira,Praça,Avenida Rio Branco/Rua Madre Deus,,Praça Ascenço Ferreira,"293,9870404",-8.06255675,-34.8736634
162,Da Convenção,Praça,Avenida Beberibe,00237/33,Praça da Convenção,"149,8691971",-8.003341827,-34.89751891
163,Vinte De Julho,Praça,Marques De Baipendi,10.149/69,Praça Vinte de Julho,"726,4894225",-8.025503039,-34.87881908
164,Vinte De Julho,Praça,Rua Marques De Baipendi/Rua Cirilino Afonso De Melo,10.149/69,Praça Vinte de Julho,"633,5166977",-8.025687475,-34.87890863
165,Vinte De Julho,Praça,Rua Carlindo Afonso De Melo/Rua Farias Neves/Rua Tenente Guimaraes,10.149/69,Praça Vinte de Julho,"2588,241316",-8.025966409,-34.8788127
166,Bom Pastor,Praça,Rua Bom Pastor/ Avenida Mucio Uchoa Cavalcanti,,Praça do Bom Pastor,"5969,548876",-8.048658972,-34.94001791
167,Simão Borba,Praça,Rua Simao Borba/ Rua Parente Viana/Rua Ernesto Nazareth,,Praça Simão Borba,"1896,804067",-8.096811109,-34.92477434
168,Jules Rimet/1º Jardim De Boa Viagem,Praça,Avenida Boa Viagem,10266/70,Praça Jules Rimet,"1703,498709",-8.101686472,-34.8854526
169,,Area Verde,Avenida Governador Agamenon Magalhaes,,,"4456,830917",-8.042215097,-34.88329789
170,La Corunã / 2ª Jardim De Boa Viagem,Praça,Avenida Boa Viagem,14469/82,Praça La Coruna,"7110,311551",-8.104925343,-34.88705959
171,Parque Infantil Walt Disney,Praça,Rua Zeferino Galvao,10110/73,Parque Infantil Walt Disney,"1372,87394",-8.107954945,-34.88907809
172,Cidade Do Porto,Praça,Avenida Conselheiro Aguiar / Rua Senador Helio Coutinho,14665/84,Praça Cidade do Porto,"734,8505691",-8.105831462,-34.88912514
173,Cidade Do Porto,Praça,Avenida Conselheiro Aguiar / Rua Jornalista Francisco Almeida,14665/84,Praça Cidade do Porto,"606,0991014",-8.10641352,-34.88937024
174,Cidade Do Porto,Praça,Avenida Cons Aguiar / Rua Sen Helio Coutinho / Avenida Eng Domingos Ferreira / Rua Jorn Francisco Almeida,14665/84,Praça Cidade do Porto,"2255,338994",-8.106038844,-34.88944621
175,Visconde De Mauá,Praça,Rua Barao Da Vitória,,Praça Visconde de Mauá,"1337,577999",-8.066949294,-34.88301092
176,Visconde De Mauá,Praça,Rua Regueira Costa/ Rua Gal Abreu E Lima,,Praça Visconde de Mauá,"549,5504151",-8.032290771,-34.89841292
177,Artur Oscar / Arsenal De Marinha,Praça,Rua Da Guia / Rua Do Observatório,,Praça Arsenal da Marinha,"2900,795794",-8.061041053,-34.87128455
178,Treze De Maio,Parque,Rua Da Saudade/ Rua Joao Lima/Rua Do Hospicio,,Parque Treze de Maio,"70434,49974",-8.056972105,-34.8815344
179,Da Convenção,Praça,Avenida Beberibe,00237/33,Praça da Convenção,"1990,030653",-8.002903481,-34.89772051
180,Da Convenção,Praça,Rua Praca Da Convencao,00237/33,Praça da Convenção,"328,6442029",-8.002374716,-34.89726771
181,Do Berardo,Praça,Rua Joao Crescencio/Ricardo Salazar/Adolfo Criacao Antonio De S,,Praça do Berardo,"559,8748705",-8.05663446,-34.91250896
182,Beatriz Pereira Carneiro,Praça,Rua Dona Sinha Menezes/ R Dona Leonor Porto,00274/41,Praça Beatriz Pereira Carneiro,"415,2766616",-8.040415151,-34.87065066
183,Prof. Agamenon Magalhães,Praça,Avenida Norte Miguel Arraes De Alencar/ Rua Joaquim Rabelo,13.894/79,Praça Professor Agamenon Magalhães,"572,2265889",-8.043876748,-34.88213478
184,Ministro Joao Gonçalves De Souza/ Gaspar Perez,Praça,Rua Borges Da Fonseca/Rua General Vargas,13739/79,Praça Ministro João Gonçalves de Souza,"4086,301839",-8.048164548,-34.94373587
185,Forte Do Arraial Novo Do Bom Jesus,Parque,Rua Antonio Valdevino Costa/Est Do A Novo Do B Jesus/R Maravilha/ R Dezesseis De Outubro,08822/62,Parque do Forte do Arraial Novo do Bom Jesus,"16762,7938",-8.05849178,-34.93190824
186,Forte Do Arraial Novo Do Bom Jesus,Parque,Rua Profa Laura Ferreira Da Costa/Est Do Forte Do Arraial N Do Bom Jesus/R Antonio Valdevino Costa,08822/62,Parque do Forte do Arraial Novo do Bom Jesus,"25119,09718",-8.056643274,-34.93093265
187,Eça De Queiroz,Praça,Rua Januario Barbosa/Avenida Visconde De Albuquerque/R Des Luiz Salazar / Rua Pessoa De Melo,07413/61,Praça Eça de Queiroz,"2040,910809",-8.050718298,-34.90697695
188,Solange Pinto Melo,Praça,Rua Real Da Torre/ Rua Jose Osorio,10725/76,Praça Solange Pinto Melo,"6358,531078",-8.052486506,-34.90866922
189,Solange Pinto Melo,Praça,Rua Jose Osorio/ Rua Real Da Torre,10725/76,Praça Solange Pinto Melo,"1227,116597",-8.054042493,-34.90886132
190,Tobias Vitorino,Praça,Rua Barao De Tracunhaem/R Dr Paulo Ramos/ R Luiz Clericuzzi,1607195,Praça Tobias Vitorino da Silva,"741,9249354",-8.012621221,-34.88648683
191,Da Redenção,Praça,Rua Antonio Borges Uchoa/ Praca Da Redencao,,Praça da Redenção,"472,8294025",-8.055797033,-34.9457789
192,Domingos Giovaneti,Praça,Avenida Beira Rio/ R Padre Anchieta/ R Clovis Bevilacua,03263/59,Praça Domingos Giovanetti,"2061,912722",-8.047287513,-34.90435936
