,ano,nome_entidade,data_ano_letivo_inicio,data_ano_letivo_termino
771,2017,ESCOLA 1 PASSO,2017-02-01T00:00:00,2017-12-22T00:00:00
772,2017,CRECHE TIA MADALENA,2017-02-01T00:00:00,2017-12-22T00:00:00
773,2017,CMEI NOSSO SENHOR JESUS DO BONFIM,2017-02-03T00:00:00,2017-12-22T00:00:00
774,2017,GERACAO COLEGIO E CURSO,2017-02-01T00:00:00,2017-12-29T00:00:00
775,2017,CENTRO EDUCACIONAL ANTONIO GALDINO,2017-02-01T00:00:00,2017-12-29T00:00:00
776,2017,ESCOLA BEM ME QUER,2017-02-01T00:00:00,2017-12-28T00:00:00
777,2017,INSTITUTO GENESIS,2017-02-06T00:00:00,2017-12-22T00:00:00
778,2017,CRECHE MUNICIPAL DO JORDAO BAIXO-,2017-02-03T00:00:00,2017-12-22T00:00:00
779,2017,EDUCANDARIO MARCIA CRISTINA,2017-02-01T00:00:00,2017-12-29T00:00:00
780,2017,ESCOLA MUNICIPAL JARDIM UCHOA,2017-02-03T00:00:00,2017-12-22T00:00:00
781,2017,CRECHE MUNICIPAL SENADOR PAULO GUERRA,2017-02-03T00:00:00,2017-12-22T00:00:00
782,2017,ESCOLA TECNICA SENAI SANTO AMARO,2017-01-30T00:00:00,2017-12-21T00:00:00
783,2017,ASSOC COMUNITARIA DOS MORADORES DA ILHA DO CHIE,2017-02-01T00:00:00,2017-12-22T00:00:00
784,2017,ESCOLA MUNICIPAL DE AGUA FRIA,2017-02-03T00:00:00,2017-12-22T00:00:00
785,2017,ESCOLA BARAO DO BONITO,2017-02-02T00:00:00,2017-12-22T00:00:00
786,2017,ESCOLA DONA MARIA TERESA CORREA,2017-02-02T00:00:00,2017-12-22T00:00:00
787,2017,ESCOLA MUNICIPAL CAMPINA DO BARRETO,2017-02-03T00:00:00,2017-12-22T00:00:00
788,2017,ESCOLA MUNICIPAL DOM JOSE LAMARTINE SOARES,2017-02-01T00:00:00,2017-12-29T00:00:00
789,2017,ESCOLA MUNICIPAL GOVERNADOR MIGUEL ARRAES DE ALENCAR,2017-02-03T00:00:00,2017-12-22T00:00:00
790,2017,ESCOLA MONT ALVERNE,2017-02-01T00:00:00,2017-12-29T00:00:00
791,2017,ESCOLA ESPACO CRIANCA BOA VIAGEM,2017-01-30T00:00:00,2017-12-29T00:00:00
792,2017,CRECHE MUNICIPAL FUTURO DO AMANHA,2017-02-03T00:00:00,2017-12-22T00:00:00
793,2017,ESCOLA OLGA BENARIO PRESTES,2017-02-02T00:00:00,2017-12-22T00:00:00
794,2017,ESCOLA MUNICIPAL ANTONIO LUIZ,2017-02-03T00:00:00,2017-12-22T00:00:00
795,2017,ESCOLA DESPERTANDO LTDA,2017-02-06T00:00:00,2017-12-28T00:00:00
796,2017,ESCOLA MUNICIPAL SANTA CECILIA,2017-02-03T00:00:00,2017-12-22T00:00:00
797,2017,ESCOLA HEROIS DA RESTAURACAO,2017-02-02T00:00:00,2017-12-22T00:00:00
798,2017,ESCOLA DE REFERENCIA EM ENSINO MEDIO SANTOS DUMONT,2017-02-02T00:00:00,2017-12-22T00:00:00
799,2017,ESCOLA MUNICIPAL MANOEL ANTONIO DE FREITAS,2017-02-01T00:00:00,2017-12-22T00:00:00
800,2017,ESCOLA MARECHAL EURICO GASPAR DUTRA,2017-02-02T00:00:00,2017-12-22T00:00:00
801,2017,ESCOLA MUNICIPAL JOAO AMAZONAS,2017-02-03T00:00:00,2017-12-22T00:00:00
802,2017,INSTITUTO ANNA LUISA,2017-02-02T00:00:00,2017-12-22T00:00:00
803,2017,ESCOLA MUNICIPAL MAURICIO DE NASSAU,2017-02-01T00:00:00,2017-12-22T00:00:00
804,2017,CENTRO EDUCACIONAL INFANCIA FELIZ,2017-02-01T00:00:00,2017-12-29T00:00:00
805,2017,ESCOLA ADONAY,2017-02-06T00:00:00,2017-12-22T00:00:00
806,2017,ESCOLINHA RAIO DE SOL,2017-02-01T00:00:00,2017-12-29T00:00:00
807,2017,ESCOLA DESPERTAR,2017-02-01T00:00:00,2017-12-29T00:00:00
808,2017,ESCOLA MUNICIPAL SANTA EDWIGES,2017-02-03T00:00:00,2017-12-22T00:00:00
809,2017,COLEGIO ROSA GATTORNO,,
810,2017,ESCOLA FERNANDES VIEIRA,2017-02-02T00:00:00,2017-12-22T00:00:00
811,2017,CENTRO EDUCACIONAL MIRIAM IMELDA,2017-02-01T00:00:00,2017-12-22T00:00:00
812,2017,CRECHE MUNICIPAL DA TORRE,2017-02-01T00:00:00,2017-12-29T00:00:00
813,2017,INSTITUTO CACA TALENTOS,2017-02-01T00:00:00,2017-12-22T00:00:00
814,2017,ESCOLA MODERNA GERACAO 2000,2017-02-01T00:00:00,2017-12-29T00:00:00
815,2017,ESCOLA NOVO HORIZONTE,2017-02-01T00:00:00,2017-12-26T00:00:00
816,2017,EDUCANDARIO VOVO RITA,2017-02-01T00:00:00,2017-12-27T00:00:00
817,2017,ESCOLA ANA MARIA,2017-02-01T00:00:00,2017-12-28T00:00:00
818,2017,INSTITUTO RENASCER,2017-02-01T00:00:00,2017-12-30T00:00:00
819,2017,EDUCANDARIO MORANGUINHO DE JESUS,,
820,2017,COLEGIO E CURSO ATITUDE,2017-02-02T00:00:00,2017-12-20T00:00:00
821,2017,ESCOLA SOUZA VERAS ANEXO I,2017-02-01T00:00:00,2017-12-29T00:00:00
822,2017,COLEGIO UNICO UNIDADE CASA FORTE,2017-02-01T00:00:00,2017-12-29T00:00:00
823,2017,EDUCANDARIO CASINHA FELIZ,2017-02-01T00:00:00,2017-12-20T00:00:00
824,2017,ESCOLA SANTA BERNADETE,2017-02-01T00:00:00,2017-12-29T00:00:00
825,2017,ESCOLA PROFESSOR JOSE DOS ANJOS,2017-02-02T00:00:00,2017-12-22T00:00:00
826,2017,ESCOLA TEOFILA ADRIANO,2017-02-01T00:00:00,2017-12-29T00:00:00
827,2017,ESCOLA MUNICIPAL RENATO ACCIOLY CARNEIRO CAMPOS,2017-02-01T00:00:00,2017-12-28T00:00:00
828,2017,ESCOLA MUNICIPAL CREUSA DE FREITAS CAVALCANTI,2017-02-11T00:00:00,2017-12-22T00:00:00
829,2017,ESCOLA DE REFERENCIA EM ENSINO MEDIO OLINTO VICTOR,2017-02-02T00:00:00,2017-12-22T00:00:00
830,2017,ESCOLA TECNICA SENAI AGUA FRIA ENGENHEIRO AUSTRICLINIO CORTE REAL,2017-01-30T00:00:00,2017-12-15T00:00:00
831,2017,ESCOLA MUNICIPAL PROFESSOR MOACYR DE ALBUQUERQUE,2017-02-01T00:00:00,2017-12-22T00:00:00
832,2017,ESCOLA CONEGO ROCHAEL DE MEDEIROS,2017-02-02T00:00:00,2017-12-22T00:00:00
833,2017,ESCOLA DE REFERENCIA EM ENSINO MEDIO DE BEBERIBE,2017-02-02T00:00:00,2017-12-22T00:00:00
834,2017,CENTRO DE EDUCACAO PROFISSIONAL LTDA - CEPRO,2017-01-02T00:00:00,2017-12-31T00:00:00
835,2017,CSV EDUCACIONAL LTDA,2017-02-01T00:00:00,2017-12-29T00:00:00
836,2017,ESCOLA BARROS CARVALHO,2017-02-02T00:00:00,2017-12-22T00:00:00
837,2017,ESCOLA DE REFERENCIA EM ENSINO MEDIO CLOVIS BEVILAQUA,2017-02-02T00:00:00,2017-12-22T00:00:00
838,2017,ESCOLA DE REFERENCIA EM ENSINO MEDIO SILVA JARDIM,2017-02-02T00:00:00,2017-12-22T00:00:00
839,2017,ESCOLA PRESIDENTE ARTHUR DA COSTA E SILVA,2017-02-02T00:00:00,2017-12-22T00:00:00
840,2017,CONSELHO DOS MORADORES DO JIQUIA,2017-02-01T00:00:00,2017-12-22T00:00:00
841,2017,INSTITUTO MARCOS PAULO,2017-02-01T00:00:00,2017-12-29T00:00:00
842,2017,EDUCANDARIO DUARTE,2017-02-01T00:00:00,2017-12-31T00:00:00
843,2017,ESCOLA MADRE DE DEUS,2017-01-30T00:00:00,2017-12-20T00:00:00
844,2017,COLEGIO MARISTA SAO LUIS,2017-01-31T00:00:00,2017-12-22T00:00:00
845,2017,COLEGIO DA IMACULADA CONCEICAO,2017-02-01T00:00:00,2017-12-29T00:00:00
846,2017,CENTRO DE ATENDIMENTO EDUCACIONAL ESPECIALIZADO DO RECIFE - CAEER,2017-02-02T00:00:00,2017-12-22T00:00:00
847,2017,ESCOLA MARIA LUIZA,2017-02-01T00:00:00,2017-12-26T00:00:00
848,2017,ESCOLA DEBORA FEIJO,2017-02-02T00:00:00,2017-12-22T00:00:00
849,2017,SERVICO NACIONAL DE APRENDIZAGEM COMERCIAL,2017-01-02T00:00:00,2017-12-29T00:00:00
850,2017,COLEGIO IMACULADO CORACAO DE MARIA,2017-02-01T00:00:00,2017-12-30T00:00:00
851,2017,ESCOLA AMERICANA DO RECIFE,2016-08-03T00:00:00,2017-06-16T00:00:00
852,2017,CRECHE MUNICIPAL VILA IMPERIAL,2017-02-11T00:00:00,2017-12-22T00:00:00
853,2017,CRECHE MUNICIPAL AME AS CRIANCAS,2017-02-03T00:00:00,2017-12-22T00:00:00
854,2017,EDUCANDARIO VOVO MILITA,2017-02-06T00:00:00,2017-12-29T00:00:00
855,2017,C EDUC COMUNITARIO DO TRENZINHO,2017-02-01T00:00:00,2017-12-22T00:00:00
856,2017,ESCOLA MUNICIPAL PROF ELIZABETH SALES COUTINHO BARROS,2017-02-03T00:00:00,2017-12-22T00:00:00
857,2017,EDUCANDARIO PLANETA INFANTIL LTDA ME,2017-02-01T00:00:00,2017-12-29T00:00:00
858,2017,EDUCANDARIO CASSIA MARIA,2017-02-06T00:00:00,2017-12-20T00:00:00
859,2017,ESCOLA MUNICIPAL PROFESSOR MANOEL TORRES,2017-02-03T00:00:00,2017-12-22T00:00:00
860,2017,ESCOLA GERCINO DE PONTES,2017-02-02T00:00:00,2017-12-22T00:00:00
861,2017,EDUCANDARIO RITA BARBOSA,2017-02-01T00:00:00,2017-12-29T00:00:00
862,2017,CRECHE MUNICIPAL ISABEL SILVANA DE MELO,2017-02-11T00:00:00,2017-12-22T00:00:00
863,2017,CRECHE ESC RECIFE MENINO JESUS DE CASA FORTE,2017-02-01T00:00:00,2017-12-22T00:00:00
864,2017,CENTRO EDUCACIONAL CREATIVE,2017-02-02T00:00:00,2017-12-12T00:00:00
865,2017,ESCOLA ESPACO ALEGRE LTDA,2017-02-01T00:00:00,2017-12-20T00:00:00
866,2017,ESC MUNDO ENCANTADO DO PEQUENO PRINCIPE,2017-02-01T00:00:00,2017-12-29T00:00:00
867,2017,ESCOLA MUNICIPAL LUIZ LUA GONZAGA,2017-02-01T00:00:00,2017-12-22T00:00:00
868,2017,ESCOLA MUNICIPAL MARLUCE SANTIAGO DA SILVA,2017-02-03T00:00:00,2017-12-22T00:00:00
869,2017,CRECHE MUNICIPAL MONTE DAS OLIVEIRAS,2017-02-03T00:00:00,2017-12-22T00:00:00
870,2017,COLEGIO BRILHO DE JESUS,2017-01-30T00:00:00,2017-12-30T00:00:00
871,2017,EDUCANDARIO MARIA HELENA,2017-02-01T00:00:00,2017-12-29T00:00:00
872,2017,ESCOLA PROFESSORA INALDA SPINELLI,2017-02-02T00:00:00,2017-12-22T00:00:00
873,2017,COLEGIO DO SABER,2017-02-01T00:00:00,2017-12-29T00:00:00
874,2017,ESCOLA DE REFERENCIA EM ENSINO MEDIO ANIBAL FALCAO,2017-02-02T00:00:00,2017-12-22T00:00:00
875,2017,CRECHE ESC RECIFE DONA CARMELITA MUNIZ DE ARAUJO,2017-02-03T00:00:00,2017-12-22T00:00:00
876,2017,CENTRO ESCOLAR CAROCHINHA,2017-02-01T00:00:00,2017-12-29T00:00:00
877,2017,COLEGIO TERCEIRO MILENIO LTDA,2017-02-01T00:00:00,2017-12-31T00:00:00
878,2017,INSTITUTO CRISTAO,2017-01-31T00:00:00,2017-12-22T00:00:00
879,2017,COLEGIO SANTA BARBARA LTDA,2017-02-01T00:00:00,2017-12-29T00:00:00
880,2017,GRUPO UNIVERSITARIO REABILITACAO INFANTIL,2017-02-01T00:00:00,2017-12-29T00:00:00
881,2017,ESCOLA DA ANINHA,2017-02-06T00:00:00,2017-12-28T00:00:00
882,2017,ESCOLA SONHO REAL LTDA ME,2017-02-01T00:00:00,2017-12-29T00:00:00
883,2017,EDUCANDARIO PEDRO HENRIQUE,2017-02-01T00:00:00,2017-12-29T00:00:00
884,2017,COLEGIO GREMIO EDUCATIVO,2017-01-30T00:00:00,2017-12-29T00:00:00
885,2017,INSTITUTO AYLLTON SANTOS,2017-02-01T00:00:00,2017-12-29T00:00:00
886,2017,ESCOLA TECNICA ESTADUAL CICERO DIAS,2017-02-02T00:00:00,2017-12-29T00:00:00
887,2017,ESCOLA DE REFERENCIA EM ENSINO MEDIO MARIA RITA DA SILVA LESSA,2017-02-02T00:00:00,2017-12-22T00:00:00
888,2017,CMEI MAEZINHA DO COQUE,2017-02-03T00:00:00,2017-12-22T00:00:00
889,2017,CRECHE ESC RECIFE DO IBURA-,2017-02-03T00:00:00,2017-12-22T00:00:00
890,2017,COLEGIO PRESBITERIANO AGNES ERSKINE,2017-02-01T00:00:00,2017-12-15T00:00:00
891,2017,ESCOLA DE REFERENCIA EM ENSINO MEDIO OTHON PARAISO,2017-02-02T00:00:00,2017-12-22T00:00:00
892,2017,C DE EDUCACAO COMUNITARIA GABRIELA FELIZ,2017-02-01T00:00:00,2017-12-22T00:00:00
893,2017,CRECHE MUNICIPAL DE AFOGADOS,2017-02-03T00:00:00,2017-12-22T00:00:00
894,2017,CRECHE MUNICIPAL CASINHA AZUL,2017-02-11T00:00:00,2017-12-22T00:00:00
895,2017,ASSOCIACAO FOLCLORICA DANADINHA NA ROCA,,
896,2017,GRUPO DE MAES SANTA MARIA,,
897,2017,ESCOLA PRESIDENTE HUMBERTO CASTELO BRANCO,2017-02-02T00:00:00,2017-12-22T00:00:00
898,2017,ESCOLA DE REFERENCIA EM ENSINO MEDIO PORTO DIGITAL,2017-02-09T00:00:00,2017-12-22T00:00:00
899,2017,ESCOLA WALDORF RECIFE,2017-01-30T00:00:00,2017-12-20T00:00:00
900,2017,COLEGIO CONTATO,,
901,2017,CENTRO DE FORMACAO DO EDUCADOR POPULAR MARIA DA CONCEICAO,,
902,2017,CLUBE DE MAE TIA INAJA,,
903,2017,LIGA ASSOC DOS MORAD DO ALTO DA BRASILEIRA,,
904,2017,ESC COMUNITARIA DO ALTO DA JAQUEIRA JORDAO,,
905,2017,CRECHE LAR DO GAROTO,,
906,2017,CENTRO DE INTEGRACAO SOCIAL EL SHADAY,,
907,2017,CENTRO UNIVERSITARIO MAURICIO DE NASSAU - DANTAS BARRETO - CAMPUS RECIFE - FMN,,
908,2017,ESCOLA CONSTRUINDO O FUTURO,,
909,2017,ESCOLA RECANTO DA INFANCIA,2017-02-01T00:00:00,2017-12-22T00:00:00
910,2017,ESCOLA DE REFERENCIA EM ENSINO MEDIO SANTA PAULA FRASSINETTI,2017-02-02T00:00:00,2017-12-22T00:00:00
911,2017,CRECHE MUNICIPAL ARITANA,2017-02-03T00:00:00,2017-12-23T00:00:00
912,2017,ASSOCIACAO ATLETICA DO ALTO DO CEU,,
913,2017,MD EDUCACIONAL- COLEGIO MADRE DE DEUS UNIDADE II,2017-02-01T00:00:00,2017-12-22T00:00:00
914,2017,ESCOLA MUNICIPAL PROFESSORA MARIA DA PAZ BRANDAO ALVES,2017-02-03T00:00:00,2017-12-22T00:00:00
915,2017,CONSELHO COMUNITARIO DA MUSTARDINHA,,
916,2017,ASSOCIACAO DOS MORADORES DA VILA AEROMOCA,,
917,2017,EDUCARTE ESC ESPECIAL EM EDUC PELA ARTE LTDA,,
918,2017,COLEGIO ISRAELITA MOYSES CHVARTS,2017-02-01T00:00:00,2017-12-27T00:00:00
919,2017,INSTITUTO SORRISO INFANTIL,,
920,2017,JOCIMARIA ENSINO FUNDAMENTAL LTDA,,
921,2017,ESCOLA PROFESSORA MARIA CRISTINA VIEIRA LTDA,2017-02-01T00:00:00,2017-12-29T00:00:00
922,2017,ESCOLA INCENTIVO LTDA,2017-02-01T00:00:00,2017-12-21T00:00:00
923,2017,ECOLE ENSINO INTEGRALIZADO,,
924,2017,ESCOLINHA DO PRE MORANGUINHO,,
925,2017,COLEGIO PEQUENO DAVID,,
926,2017,BABYMEL E ESCOLAS LTDA,2017-02-01T00:00:00,2017-12-28T00:00:00
927,2017,GRUPO DE MAES DO CORREGO DO INACIO,,
928,2017,COLEGIO SANTA LUISA DE MARILLAC,2017-02-01T00:00:00,2017-12-29T00:00:00
929,2017,ESCOLA MUNICIPAL MANOEL ROLIM,2017-02-03T00:00:00,2017-12-22T00:00:00
930,2017,ESCOLA MUNICIPAL LUTADORES DO BEM,2017-02-03T00:00:00,2017-12-22T00:00:00
931,2017,CENTRO DE EDUCACAO INFANTIL CAROCHINHA,2017-02-01T00:00:00,2017-12-29T00:00:00
932,2017,EDUCANDARIO SANTA RITA,,
933,2017,ESCOLA NOSSA SENHORA DAS GRACAS,2017-02-01T00:00:00,2017-12-29T00:00:00
934,2017,ESCOLA MONTE MORIA,2017-02-01T00:00:00,2017-12-29T00:00:00
935,2017,COLEGIO DE SAO JOSE,2017-02-01T00:00:00,2017-12-29T00:00:00
936,2017,COLEGIO VERA CRUZ RECIFE,2017-02-01T00:00:00,2017-12-29T00:00:00
937,2017,ESCOLA MUNICIPAL MILTON ALMEIDA DOS SANTOS,2017-02-03T00:00:00,2017-12-22T00:00:00
938,2017,ESCOLA ESPACO CRIATIVO,2017-02-06T00:00:00,2017-12-28T00:00:00
939,2017,G DE MAES DOS MOR DO CORR DO JOAQUIM,,
940,2017,ESCOLA MUNICIPAL FUTURO FELIZ,2017-02-03T00:00:00,2017-12-22T00:00:00
941,2017,ESCOLA MUNICIPAL PROFESSORA SONIA MARIA DE ARAUJO SOUZA,2017-02-03T00:00:00,2017-12-22T00:00:00
942,2017,ESCOLA MUNICIPAL DO COQUE,2017-02-03T00:00:00,2017-12-22T00:00:00
943,2017,ESCOLA MUNICIPAL DOUTOR ANTONIO CORREIA,2017-02-03T00:00:00,2017-12-22T00:00:00
944,2017,TALENTINHO CRECHE E PRE ESCOLA LTDA ME,2017-02-02T00:00:00,2017-12-20T00:00:00
945,2017,ESCOLA JARDIM DO EDEN,2017-02-01T00:00:00,2017-12-29T00:00:00
946,2017,ESCOLA ABELHINHA,2017-02-01T00:00:00,2017-12-28T00:00:00
947,2017,CMEI COELHINHO PENSANTE,2017-02-03T00:00:00,2017-12-22T00:00:00
948,2017,ESCOLA MUNICIPAL CASA DOS FERROVIARIOS,2017-02-03T00:00:00,2017-12-22T00:00:00
949,2017,ESCOLA SAO VICENTE DE PAULO,2017-02-02T00:00:00,2017-12-28T00:00:00
950,2017,ESPACO CULT ARIANO SUASSUNA CENT EDUCAC,2017-02-01T00:00:00,2017-12-29T00:00:00
951,2017,COLEGIO DECISAO - ESTANCIA,2017-02-01T00:00:00,2017-12-27T00:00:00
952,2017,ESCOLA PROFESSOR PEDRO AUGUSTO CARNEIRO LEAO,2017-02-02T00:00:00,2017-12-22T00:00:00
953,2017,ESCOLA PAOLA FRASSINETTI,,
954,2017,ESCOLA COMUNITARIA INDIANELUZ,,
955,2017,ASSOCIACAO DOS MORADORES DA XIMBORE,,
956,2017,ESCOLA MUNICIPAL MAGALHAES BASTOS,2017-02-03T00:00:00,2017-12-22T00:00:00
957,2017,HOTELZINHO MUNDO DA CRIANCA,,
958,2017,INSTITUTO NOSSA SENHORA DO CARMO,,
959,2017,ESC PAULISTANA DE DESENV PROFISSIONAL,,
960,2017,CONSELHO COMUNITARIO DA MUSTARDINHA,,
961,2017,ESCOLA NOVA AMIZADE,,
962,2017,CLUBE DAS MAES NOSSA SENHORA DA PAZ,,
963,2017,ESCOLA MUNICIPAL ARQUITETO ALEXANDRE MUNIZ DE OLIVEIRA,2017-02-03T00:00:00,2017-12-22T00:00:00
964,2017,EDUCANDARIO SAO JORGE,2017-02-01T00:00:00,2017-12-29T00:00:00
965,2017,ESCOLA MUNICIPAL PROFESSOR SOLANO MAGALHAES,2017-02-03T00:00:00,2017-12-22T00:00:00
966,2017,ESCOLA MUNICIPAL PROFESSOR ADERBAL GALVAO,2017-02-03T00:00:00,2017-12-29T00:00:00
967,2017,ESCOLA ESTACIO COIMBRA,2017-02-02T00:00:00,2017-12-22T00:00:00
968,2017,ESCOLA MUNICIPAL PEDRO AUGUSTO,2017-02-03T00:00:00,2017-12-22T00:00:00
969,2017,ESCOLA MUNICIPAL PROF JANDIRA BOTELHO PEREIRA DA COSTA,2017-02-01T00:00:00,2017-12-22T00:00:00
970,2017,ESCOLA MUNICIPAL DEPUTADO EDSON CANTARELLI,2017-02-03T00:00:00,2017-12-22T00:00:00
971,2017,ESCOLA MUNICIPAL PASTOR PAULO LEIVAS MACALAO,2017-02-01T00:00:00,2017-12-22T00:00:00
972,2017,ESCOLA MUNICIPAL SOLDADO JOSE ANTONIO DO NASCIMENTO,2017-02-11T00:00:00,2017-12-22T00:00:00
973,2017,ESCOLA MUNICIPAL SENADOR JOSE ERMIRIO DE MORAES,2017-02-03T00:00:00,2017-12-22T00:00:00
974,2017,ESCOLINHA TIA CARMINHA,2017-02-01T00:00:00,2017-12-29T00:00:00
975,2017,CRECHE MUNICIPAL SONHO DO POVO,2017-02-03T00:00:00,2017-12-22T00:00:00
976,2017,EDUCANDARIO SANTA TEREZINHA DO MENINO JESUS,2017-01-02T00:00:00,2017-12-29T00:00:00
977,2017,ESCOLA MUNICIPAL COMPOSITOR LEVINO FERREIRA,2017-02-11T00:00:00,2017-12-22T00:00:00
978,2017,COLEGIO HENRIQUE DIAS,2017-02-01T00:00:00,2017-12-29T00:00:00
979,2017,CENTRO EDUCACIONAL GOUVEIA DE MELO,2017-02-01T00:00:00,2017-12-31T00:00:00
980,2017,INSTITUTO HELENA LUBIENSKA,2017-02-01T00:00:00,2017-12-30T00:00:00
981,2017,UNIVERSIDADE INFANTIL,2017-02-01T00:00:00,2017-12-28T00:00:00
982,2017,ESCOLA NOSSO ESPACO,2017-02-01T00:00:00,2017-12-22T00:00:00
983,2017,ESCOLINHA LAPIS NA MAO,2017-02-01T00:00:00,2017-12-21T00:00:00
984,2017,ESCOLA MUNICIPAL DRAOMIRO CHAVES AGUIAR,2017-02-03T00:00:00,2017-12-22T00:00:00
985,2017,ESCOLA MUNICIPAL DOM HELDER CAMARA,2017-02-01T00:00:00,2017-12-22T00:00:00
986,2017,ESCOLA MUNICIPAL SEVERINA LIRA,2017-02-03T00:00:00,2017-12-22T00:00:00
987,2017,ESCOLA TECNICA ESTADUAL MIGUEL BATISTA,2017-02-02T00:00:00,2017-12-22T00:00:00
988,2017,ESCOLA MUNICIPAL LADJANE BANDEIRA,2017-02-03T00:00:00,2017-12-22T00:00:00
989,2017,ESCOLA CARROSSEL,2017-02-06T00:00:00,2017-12-28T00:00:00
990,2017,CRECHE BENEFICENTE SANT,2017-02-01T00:00:00,2017-12-22T00:00:00
991,2017,CRECHE MUNICIPAL E LUTANDO QUE SE CONQUISTA,2017-02-11T00:00:00,2017-12-22T00:00:00
992,2017,COLEGIO TRES MARIAS 1 E 2 GRAU,2017-02-01T00:00:00,2017-12-30T00:00:00
993,2017,COLEGIO AMERICANO BATISTA,2017-02-01T00:00:00,2017-12-30T00:00:00
994,2017,CRECHE MUNICIPAL VINDE A MIM AS CRIANCINHAS,2017-02-03T00:00:00,2017-12-22T00:00:00
995,2017,CRECHE MUNICIPAL JOAO EUGENIO,2017-02-11T00:00:00,2017-12-22T00:00:00
996,2017,ESCOLA E CURSO BANDEIRA,2017-02-01T00:00:00,2017-12-30T00:00:00
997,2017,ESCOLA MONTE VERDE,2017-02-02T00:00:00,2017-12-22T00:00:00
998,2017,ESCOLA MONSENHOR FRANCISCO SALLES,2017-02-02T00:00:00,2017-12-22T00:00:00
999,2017,ESCOLA SUA MAJESTADE,2017-02-01T00:00:00,2017-12-22T00:00:00
1000,2017,ESCOLA MUNICIPAL ANEXA CASA AMARELA,2017-02-03T00:00:00,2017-12-22T00:00:00
1001,2017,ESCOLA IRMA MAGNA,2017-02-01T00:00:00,2017-12-22T00:00:00
1002,2017,ESCOLA NOSSA SENHORA DE FATIMA - RN,2017-02-02T00:00:00,2017-12-22T00:00:00
1003,2017,RN CENTRO EDUCACIONAL LTDA,2017-02-01T00:00:00,2017-12-29T00:00:00
1004,2017,ESCOLA FUTURO FELIZ,2017-02-06T00:00:00,2017-12-28T00:00:00
1005,2017,ESCOLA MUNICIPAL SAO CRISTOVAO,2017-02-01T00:00:00,2017-12-22T00:00:00
1006,2017,EDUCANDARIO SAO DOMINGOS,2017-02-02T00:00:00,2017-12-29T00:00:00
1007,2017,COLEGIO DA POLICIA MILITAR DE PERNAMBUCO,2017-02-02T00:00:00,2017-12-30T00:00:00
1008,2017,INSTITUTO EDUCACIONAL JOAO DE DEUS,2017-02-01T00:00:00,2017-12-30T00:00:00
1009,2017,UNI INFANTIL SERVICOS DE EDUCACAO EIRELI - ME,2017-02-01T00:00:00,2017-12-21T00:00:00
1010,2017,ESCOLA INFANTIL CRIATIVA,2017-02-01T00:00:00,2017-12-27T00:00:00
1011,2017,ESCOLA NUCLEO ALTERNATIVO DE ENSINO AVANCADO,2017-02-06T00:00:00,2017-12-15T00:00:00
1012,2017,ESCOLA MUNICIPAL COMPOSITOR CAPIBA,2017-02-03T00:00:00,2017-12-22T00:00:00
1013,2017,ESCOLA BRIGADEIRO EDUARDO GOMES - RECIFE,2017-02-02T00:00:00,2017-12-22T00:00:00
1014,2017,EDUCANDARIO ANA LUCIA,2017-02-01T00:00:00,2017-12-29T00:00:00
1015,2017,ESCOLA DE REFERENCIA EM ENSINO MEDIO AMAURY DE MEDEIROS,2017-02-02T00:00:00,2017-12-22T00:00:00
1016,2017,COLEGIO RADIER ENS 1 E 2 GRAUS,,
1017,2017,ESCOLA VIDAL DE NEGREIROS,2017-02-02T00:00:00,2017-12-22T00:00:00
1018,2017,INSTITUTO EDUCACIONAL ALEXANDRE BARROS,2017-02-02T00:00:00,2017-12-29T00:00:00
1019,2017,ESCOLA PROFESSOR JOEL PONTES,2017-02-02T00:00:00,2017-12-22T00:00:00
1020,2017,SOCIEDADE CLUBE DAS ONZE,,
1021,2017,ESCOLA CASINHA DO SABER LTDA,2017-02-02T00:00:00,2017-12-29T00:00:00
1022,2017,COLEGIO DULCE DE SOUZA LEAO LTDA,2017-02-01T00:00:00,2017-12-29T00:00:00
1023,2017,ESCOLA PROFESSOR CANDIDO DUARTE,2017-02-02T00:00:00,2017-12-22T00:00:00
1024,2017,EDUCANDARIO BRENDA DE QUEIROZ,2017-02-01T00:00:00,2017-12-29T00:00:00
1025,2017,EDUCANDARIO JARDIM PARAISO,2017-02-02T00:00:00,2017-12-28T00:00:00
1026,2017,ASSOCIACAO DE MENOR CARENTE,,
1027,2017,SOCIEDADE PROJETOS SEMENTES DO AMANHA,,
1028,2017,ESCOLA MUNICIPAL DO JORDAO,2017-02-03T00:00:00,2017-12-22T00:00:00
1029,2017,ESCOLA DO PINOQUIO,2017-02-01T00:00:00,2017-12-30T00:00:00
1030,2017,ESCOLA COMUNITARIA IRMA SALESIA,,
1031,2017,ESCOLA COMUNITARIA IABV,,
1032,2017,ESCOLA DE REFERENCIA EM ENSINO MEDIO PADRE MACHADO,2017-02-02T00:00:00,2017-12-22T00:00:00
1033,2017,IDESC- INSTITUTO DE DESENVOLVIMENTO S E CULTURAL,,
1034,2017,CENTRO ESPIRITA SAO JOAO BATISTA,,
1035,2017,ESCOLA NOSSA SENHORA DA LUZ,,
1036,2017,ESCOLA PROFESSOR ANTONINO SALES,,
1037,2017,CRECHE COMUNITARIA CHAO DE ESTRELAS,,
