,ano,nome_entidade,data_ano_letivo_inicio,data_ano_letivo_termino
464,2017,COLEGIO MILENIO,2017-02-01T00:00:00,2017-12-29T00:00:00
465,2017,ANJOS BABY,2017-02-01T00:00:00,2017-12-29T00:00:00
466,2017,ESCOLA VISAO ATUAL,2017-02-01T00:00:00,2017-12-29T00:00:00
467,2017,ESCOLA TECNICA ESTADUAL ALMIRANTE SOARES DUTRA,2017-02-02T00:00:00,2017-12-22T00:00:00
468,2017,ESCOLA DE REFERENCIA EM ENSINO MEDIO PROFESSOR ALFREDO FREYRE,2017-02-02T00:00:00,2017-12-22T00:00:00
469,2017,ESCOLA BEM QUERER LTDA,2017-02-01T00:00:00,2017-12-15T00:00:00
470,2017,ESCOLA MODELADA PARA CRIANCA,2017-01-31T00:00:00,2017-12-30T00:00:00
471,2017,ESCOLA MARCELINO CHAMPAGNAT,2017-02-02T00:00:00,2017-12-22T00:00:00
472,2017,ESCOLA MUNICIPAL ZUMBI DOS PALMARES,2017-02-03T00:00:00,2017-12-22T00:00:00
473,2017,CEAPE - CENTRO DE ESTUDOS E APERFEICOAMENTO PROFISSIONAL DE PERNAMBUCO,2017-02-01T00:00:00,2017-12-15T00:00:00
474,2017,EDUCANDARIO MUNDO FELIZ,,
475,2017,COLEGIO MODELO DO RECIFE,,
476,2017,CENTRO DE REAB E ENSINO ESP DO RECIFE - CRER,,
477,2017,GRUPO DE MAES JORDAO BAIXO,,
478,2017,ESCOLA DESTAQUE,,
479,2017,ESCOLA JOAO FRANCISCO DE TORRES,2017-02-02T00:00:00,2017-12-22T00:00:00
480,2017,CENTRO EDUCACIONAL ANA MARIA FERREIRA,,
481,2017,COLEGIO VISAO,2017-02-01T00:00:00,2017-12-28T00:00:00
482,2017,INSTITUTO JOANA DE OLIVEIRA,2017-02-01T00:00:00,2017-12-29T00:00:00
483,2017,COLEGIO FAZER CRESCER - ENSINO MEDIO,2017-02-01T00:00:00,2017-12-29T00:00:00
484,2017,COLEGIO DAS DAMAS DA INSTRUCAO CRISTA,2017-02-01T00:00:00,2017-12-28T00:00:00
485,2017,ESCOLA GERACAO ATUAL,2017-02-01T00:00:00,2017-12-29T00:00:00
486,2017,CRECHE MUNICIPAL NOVO HORIZONTE-,2017-02-03T00:00:00,2017-12-22T00:00:00
487,2017,INSTITUTO ANA KASSIA,2017-02-01T00:00:00,2017-12-29T00:00:00
488,2017,LAR COMUNITARIO ROSA DE SAROM,,
489,2017,EDUCANDARIO WANESSA KARLA,2017-02-01T00:00:00,2017-12-29T00:00:00
490,2017,CENTRO EDUCACIONAL JOANNA DE ANGELIS,2017-02-01T00:00:00,2017-12-27T00:00:00
491,2017,CRECHE MUNICIPAL SAO DOMINGOS SAVIO,2017-02-03T00:00:00,2017-12-22T00:00:00
492,2017,CENTRO DE ENS SUPLE VIRGINIO C DE OLIVEIRA,2017-02-01T00:00:00,2017-11-29T00:00:00
493,2017,FACULDADE SAO MIGUEL,,
494,2017,CRECHE MUNICIPAL CRIANCA FELIZ,2017-02-03T00:00:00,2017-12-22T00:00:00
495,2017,CRECHE MUNICIPAL WALDEMAR DE SOUZA CABRAL,2017-02-03T00:00:00,2017-12-22T00:00:00
496,2017,CRECHE MUNICIPAL SONHO DE CRIANCA,2017-02-03T00:00:00,2017-12-22T00:00:00
497,2017,ESCOLA MARIA DE FATIMA,2017-02-01T00:00:00,2017-12-29T00:00:00
498,2017,ESCOLA MUNICIPAL ALTO SANTA TEREZINHA,2017-02-03T00:00:00,2017-12-22T00:00:00
499,2017,CRECHE MUNICIPAL ZILDA ARNS,2017-02-03T00:00:00,2017-12-22T00:00:00
500,2017,CRECHE MUNICIPAL CHICO MENDES-,2017-02-03T00:00:00,2017-12-22T00:00:00
501,2017,CMEI CREUSA ARCOVERDE DE FREITAS CAVALCANTI -,2017-02-02T00:00:00,2017-12-22T00:00:00
502,2017,ESCOLA FELIZ SABER,2017-02-01T00:00:00,2017-12-15T00:00:00
503,2017,CLUBE DE MAES FUTURO DO AMANHA DE SAN MARTIN,2017-02-01T00:00:00,2017-12-22T00:00:00
504,2017,CRECHE ESC RECIFE PRESIDENTE TANCREDO NEVES,2017-02-03T00:00:00,2017-12-22T00:00:00
505,2017,CLUBE DE MAES DE COQUEIRAL,2017-02-01T00:00:00,2017-12-22T00:00:00
506,2017,EDUCANDARIO TIA NAI,2017-01-06T00:00:00,2017-12-22T00:00:00
507,2017,ESCOLA LUIS DE CAMOES,2017-02-02T00:00:00,2017-12-22T00:00:00
508,2017,ESCOLA MUNICIPAL SAO FRANCISCO DE ASSIS,2017-02-03T00:00:00,2017-12-22T00:00:00
509,2017,CENTRO DE EDUCACAO DE JOVENS E ADULTOS VALDEMAR DE OLIVEIRA,2017-02-02T00:00:00,2017-12-22T00:00:00
510,2017,COLEGIO ANGLO LIDER,2017-02-01T00:00:00,2017-12-29T00:00:00
511,2017,CENTRO EDUC OLAVO BILAC,2017-02-01T00:00:00,2017-12-29T00:00:00
512,2017,ESCOLA MUNICIPAL ROZEMAR DE MACEDO LIMA,2017-02-01T00:00:00,2017-12-22T00:00:00
513,2017,EDUCANDARIO FILIPE SANTOS,2017-02-01T00:00:00,2017-12-29T00:00:00
514,2017,CENTRO SOCIAL GUARARAPES,2017-02-01T00:00:00,2017-12-22T00:00:00
515,2017,ESCOLA NOSSA SENHORA DA PIEDADE,2017-02-01T00:00:00,2017-12-29T00:00:00
516,2017,ESCOLA MUNICIPAL ALTO DO MARACANA,2017-02-03T00:00:00,2017-12-22T00:00:00
517,2017,ESCOLA GERACAO VITORIA,2017-02-01T00:00:00,2017-12-29T00:00:00
518,2017,COLEGIO SANCARLUS,,
519,2017,INSTITUTO SANTA TEREZINHA,2017-02-01T00:00:00,2017-12-29T00:00:00
520,2017,CMEI BRASILIA TEIMOSA,2017-02-03T00:00:00,2017-12-22T00:00:00
521,2017,INSTITUTO PAULA EMILIA LTDA ME,2017-02-01T00:00:00,2017-12-29T00:00:00
522,2017,CRECHE BENEFICENTE AMIGUINHOS,2017-02-01T00:00:00,2017-12-22T00:00:00
523,2017,ESCOLA TEMPO DE CRESCER,2017-02-01T00:00:00,2017-12-29T00:00:00
524,2017,ESCOLA DE REFERENCIA EM ENSINO MEDIO DIARIO DE PERNAMBUCO,2017-02-02T00:00:00,2017-12-22T00:00:00
525,2017,ESCOLA MUNICIPAL ARTISTA PLASTICO CICERO DIAS,2017-02-11T00:00:00,2017-12-22T00:00:00
526,2017,ESCOLA DE REFERENCIA EM ENSINO MEDIO SIZENANDO SILVEIRA,2017-02-02T00:00:00,2017-12-22T00:00:00
527,2017,ESCOLA DOM CARLOS COELHO - RECIFE,2017-02-02T00:00:00,2017-12-22T00:00:00
528,2017,ESCOLA MUNICIPAL FERNANDO SANTA CRUZ,2017-02-03T00:00:00,2017-12-22T00:00:00
529,2017,EDUCANDARIO LEDA MELLO,2017-02-01T00:00:00,2017-12-28T00:00:00
530,2017,ESCOLA FLORENCIO DE SANTANA,2017-02-01T00:00:00,2017-12-29T00:00:00
531,2017,ESCOLA DOM BOSCO - RECIFE,2017-02-02T00:00:00,2017-12-22T00:00:00
532,2017,ESCOLA PEDRO LEANDRO,2017-02-06T00:00:00,2017-12-29T00:00:00
533,2017,ESCOLA MUNDO INFANTIL,2017-02-01T00:00:00,2017-12-28T00:00:00
534,2017,ESCOLA MUNICIPAL MARIO MELO,2017-02-01T00:00:00,2017-12-22T00:00:00
535,2017,ESCOLA MUNICIPAL PAULO VI,2017-02-03T00:00:00,2017-12-22T00:00:00
536,2017,ESCOLA MUNICIPAL MARGARIDA SERPA COSSART,2017-02-03T00:00:00,2017-12-22T00:00:00
537,2017,ESCOLINHA SANTA QUITERIA,2017-02-01T00:00:00,2017-12-29T00:00:00
538,2017,ESCOLA MUNICIPAL PROFESSOR JOAO FRANCISCO DE SOUZA,2017-02-03T00:00:00,2017-12-22T00:00:00
539,2017,EDUCANDARIO RAIO DE SOL,2017-02-01T00:00:00,2017-12-29T00:00:00
540,2017,ESCOLA ERUNDINA NEGREIROS DE ARAUJO,2017-02-02T00:00:00,2017-12-22T00:00:00
541,2017,ESCOLA MUNICIPAL POETA JOAQUIM CARDOSO,2017-02-01T00:00:00,2017-12-22T00:00:00
542,2017,ESCOLA LUZ E SABER,2017-02-01T00:00:00,2017-12-30T00:00:00
543,2017,CENTRO EDUCACIONAL CASTELO INFANTIL LTDA,2017-02-02T00:00:00,2017-12-22T00:00:00
544,2017,ESCOLA MUNICIPAL REITOR JOAO ALFREDO,2017-02-03T00:00:00,2017-12-22T00:00:00
545,2017,CENTRO EDUCACIONAL PINGO DE GENTE,,
546,2017,EDUCANDARIO ANALINE,2017-02-01T00:00:00,2017-12-29T00:00:00
547,2017,ESCOLA NOVO CONTATO,2017-02-02T00:00:00,2017-12-29T00:00:00
548,2017,ESCOLA ROSINA ESTEVAM DE SENA,,
549,2017,INSTITUTO MARIA FERNANDES,2017-02-06T00:00:00,2017-12-28T00:00:00
550,2017,EDUCANDARIO ROZENTAL,2017-02-01T00:00:00,2017-12-20T00:00:00
551,2017,ESCOLA COMUNITARIA NOVA GERACAO,,
552,2017,GRUPO DE ASSISTENCIA E TERAPIA INFANTIL,,
553,2017,SOC CRISTA ASSISTENCIAL DA VARZEA,,
554,2017,EDUCANDARIO BEIJA - FLOR,,
555,2017,INSTITUTO EDUCACIONAL MUNDO DINAMICO,,
556,2017,UNIFANTIL UNIVERSIDADE INFANTIL,,
557,2017,BLOCO CARNAVALESCO DOS CORACOES DO SITIO CARDOSO,,
558,2017,CASA DO PROF IVONETE TRINDADE IBEPE,,
559,2017,EDUCANDARIO SOTERO DE SOUZA,,
560,2017,ESCOLA NOSSO LAR,,
561,2017,ESCOLINHA MENINA FLOR,2017-02-01T00:00:00,2017-12-20T00:00:00
562,2017,ASSOC DOS MORADORES DO CORREGO DO CURIO,,
563,2017,ESCOLA PINTOR CANDIDO PORTINARI,,
564,2017,ESCOLA ESPACO CRIANCA,,
565,2017,INSTITUTO SANTA RITA DE CASSIA,2017-02-01T00:00:00,2017-12-29T00:00:00
566,2017,ESCOLA VILA APRENDIZ,2017-02-02T00:00:00,2017-12-22T00:00:00
567,2017,COLEGIO JESUS CRUCIFICADO,2017-02-01T00:00:00,2017-12-29T00:00:00
568,2017,ESCOLA DE REFERENCIA EM ENSINO MEDIO DOM SEBASTIAO LEME,2017-02-02T00:00:00,2017-12-29T00:00:00
569,2017,ESCOLA TRADICIONAL DO RECIFE,,
570,2017,ESCOLA SENADOR NOVAES FILHO,2017-02-02T00:00:00,2017-12-29T00:00:00
571,2017,CENTRO SOCIAL DA ACF TORRE,2017-02-01T00:00:00,2017-12-22T00:00:00
572,2017,CRECHE MUNICIPAL RECIFE 2000,2017-02-03T00:00:00,2017-12-22T00:00:00
573,2017,CRECHE MUNICIPAL MENINO JESUS DA BOMBA GRANDE,2017-02-03T00:00:00,2017-12-22T00:00:00
574,2017,INST ESP SEMEAD DA FE CRECHE MORADA DA FELICIDADE,2017-02-01T00:00:00,2017-12-22T00:00:00
575,2017,CMEI ANA ROSA FALCAO DE CARVALHO,2017-02-03T00:00:00,2017-12-22T00:00:00
576,2017,ESCOLA PASTOR MUNGUBA SOBRINHO,2017-02-06T00:00:00,2017-12-29T00:00:00
577,2017,CENTRO COMUNITARIO DO JARDIM MONTE VERDE,,
578,2017,ESCOLA BATISTA DO BONGI,,
579,2017,ESCOLA NOSSA SENHORA DAS GRACAS,,
580,2017,COLEGIO SAN MARINO,,
581,2017,COLEGIO UNIVERSO DO SABER,,
582,2017,LIGA ASSIST MENORES CARENTES DE NOVA DESCOBERTA,,
583,2017,ASSOCIACAO DOS MORADORES DA UR1 IBURA,,
584,2017,ASSOCIACAO UNIDA DOS MORADORES AUMUR - 1 E 2,,
585,2017,COOPERATIVA DE PRODUCAO VISUAL E ARTES MANUAIS,,
586,2017,ESCOLA HORIZONTE AZUL,,
587,2017,EDUCANDARIO CRIANCA ESPERANCA,,
588,2017,COLEGIO ATUAL,,
589,2017,EDUCANDARIO DA WANDA,,
590,2017,CENTRO UNIVERSITARIO MAURICIO DE NASSAU - CAMPUS BLOCO B,,
591,2017,FACULDADE BOA VIAGEM,,
592,2017,INSTITUTO EDUCACIONAL CAVALCANTI,,
593,2017,ESCOLA PARAISO DA BRANCA DE NEVE,,
594,2017,ESCOLA SABER CRESCER,,
595,2017,ESCOLA TIA BETE,,
596,2017,ESCOLA SONHO MEU,,
597,2017,ESCOLA BATISTA DO JORDAO,,
598,2017,NOSSA ESCOLINHA,,
599,2017,ESCOLA SAO LUCAS,,
600,2017,EDUCANDARIO SOUZA E SILVA,,
601,2017,COLEGIO MADRE TERESA DE CALCUTA,2017-02-02T00:00:00,2017-12-22T00:00:00
602,2017,GREMIO RECREATIVO BEM ME QUER DO ALTO DA BRASILEIR,,
603,2017,CENTRO ESPIRITA MARIA CONGA,,
604,2017,EDUCANDARIO CARPE DIEM,,
605,2017,ESCOLA DE MORADORES DA COMUN LEMOS TORRES,,
606,2017,COLEGIO EDUCACIONAL TRAJANO LTDA,2017-02-01T00:00:00,2017-12-29T00:00:00
607,2017,COLEGIO 2001,2017-02-01T00:00:00,2017-12-29T00:00:00
608,2017,GRUPAO DO ALTO JORDAO,2017-02-01T00:00:00,2017-12-22T00:00:00
609,2017,ESCOLA POETA MANUEL BANDEIRA,2017-02-02T00:00:00,2017-12-22T00:00:00
610,2017,ESCOLA MUNICIPAL PROFESSOR MAURO MOTA,2017-02-03T00:00:00,2017-12-29T00:00:00
611,2017,EDUCANDARIO NOSSA SENHORA DAS GRACAS,2017-02-01T00:00:00,2017-12-29T00:00:00
612,2017,ESCOLA MUNICIPAL JOAO PESSOA GUERRA,2017-02-11T00:00:00,2017-12-22T00:00:00
613,2017,ESCOLA DE REFERENCIA EM ENSINO MEDIO DOM VITAL,2017-02-02T00:00:00,2017-12-22T00:00:00
614,2017,ESCOLA PEQUENO PRINCIPE,2017-02-01T00:00:00,2017-12-22T00:00:00
615,2017,ESCOLA PINHEIROS,2017-02-01T00:00:00,2017-12-29T00:00:00
616,2017,EDUCANDARIO NOSSA SENHORA DE FATIMA,,
617,2017,ESCOLA REALISMO,2017-02-02T00:00:00,2017-12-30T00:00:00
618,2017,COLEGIO MARIA EMILIA,2017-02-01T00:00:00,2017-12-29T00:00:00
619,2017,INSTITUTO BRAINER LTDA,,
620,2017,ESCOLA MOMENTO DE APRENDER,,
621,2017,INST DE TREIN ESPECIALIZADO DO RECIFE,,
622,2017,EDUCANDARIO DA UNIAO,,
623,2017,CONEXAO COLEGIO E CURSO,,
624,2017,ESCOLA INFANCIA FELIZ,,
625,2017,ESCOLA ASSOCIACAO DOS MORADORES UNIDOS DOS TORROES,,
626,2017,CENTRO EDUCACIONAL COMUNITARIO LULUZINHA,,
627,2017,GRUPO EDUCACIONAL DA VARZEA,,
628,2017,EDUCANDARIO PATRICIA SOUZA,,
629,2017,ESCOLA DIVINO SABER,2017-02-01T00:00:00,2017-12-21T00:00:00
630,2017,CASA DO PROF ESCOLA PADRE SEVERINO SANTIAGO,,
631,2017,CENTRO CULTURAL RECREATIVO DO PANTANAL,,
632,2017,CRECHE ESPIRITA MISSIONARIO DA LUZ,2017-02-01T00:00:00,2017-12-20T00:00:00
633,2017,ASSOCIACAO COMUNITARIA DE BEBERIBE,,
634,2017,CENTRO UNIVERSITARIO MAURICIO DE NASSAU - BLOCO B - CAMPUS - FAC MAURICIO DE NASSAU - CAMPUS RECIFE,2016-10-01T00:00:00,2017-12-29T00:00:00
635,2017,ESCOLA RAIO DE SOL,,
636,2017,ESCOLA PANCRACIO,,
637,2017,ESCOLA COMUNITARIA PRESBITERIANA,,
638,2017,MARACATU DE BAQUE VIRADO ESTRELA DALVA,,
639,2017,CLUBE DE MAES DE AFOGADOS,,
640,2017,EDUCANDARIO SANTA LUZIA,,
641,2017,ESCOLA CRESCER E TRANSFORMAR,2017-02-01T00:00:00,2017-12-22T00:00:00
642,2017,ESCOLA NOVO TEMPO,2017-02-02T00:00:00,2017-12-27T00:00:00
643,2017,EDUCANDARIO CANTO LIVRE,2017-02-01T00:00:00,2017-12-29T00:00:00
644,2017,COLEGIO BOA VIAGEM LTDA,2017-02-01T00:00:00,2017-12-27T00:00:00
645,2017,ESCOLA SAO MIGUEL,2017-02-02T00:00:00,2017-12-22T00:00:00
646,2017,ESCOLA MUNICIPAL PEDRO ALCANTARA,2017-02-03T00:00:00,2017-12-22T00:00:00
647,2017,ESCOLA MUNICIPAL DA GUABIRABA,2017-02-03T00:00:00,2017-12-22T00:00:00
648,2017,INSTITUTO ESPACO CRIATIVO,2017-02-01T00:00:00,2017-12-29T00:00:00
649,2017,ESCOLA DE REFERENCIA EM ENSINO MEDIO PROFESSOR CANDIDO DUARTE,2017-02-02T00:00:00,2017-12-22T00:00:00
650,2017,EDUCANDARIO UNIVERSO INFANTIL,2017-02-01T00:00:00,2017-12-21T00:00:00
651,2017,ESCOLA ROTARY DO ALTO DO PASCOAL,2017-02-02T00:00:00,2017-12-22T00:00:00
652,2017,ESCOLA MUNICIPAL NOVO PINA,2017-02-03T00:00:00,2017-12-22T00:00:00
653,2017,ESCOLINHA DA MONICA,,
654,2017,SOCIEDADE DE SERVICOS EDUCACIONAIS MA LTDA-COLEGIO PROVIDENCIAL,,
655,2017,EDUCANDARIO ESPERANCA,,
656,2017,ESCOLA EDUCAR PARA O FUTURO,,
657,2017,EDUCANDARIO BRANCA DE NEVE,,
658,2017,ESCOLA EDUCAR,,
659,2017,ESCOLA JOAO BARBALHO,2017-02-02T00:00:00,2017-12-22T00:00:00
660,2017,CENTRO EDUCACIONAL CAVALCANTI HEISSLER,2017-02-01T00:00:00,2018-01-05T00:00:00
661,2017,ESCOLA IRMA DULCE,2017-02-01T00:00:00,2017-12-22T00:00:00
662,2017,ESCOLA PRIMEIRO PASSO,2017-02-01T00:00:00,2017-12-28T00:00:00
663,2017,COLEGIO GGE,2017-02-01T00:00:00,2017-12-29T00:00:00
664,2017,INSTITUTO NOVAS IDEIAS,2017-02-01T00:00:00,2017-12-29T00:00:00
665,2017,ESCOLA CORACAO DE MARIA,2017-02-02T00:00:00,2017-12-22T00:00:00
666,2017,CENTRO EDUCACIONAL DA CRIANCA,2017-01-02T00:00:00,2017-12-29T00:00:00
667,2017,COLEGIO EXPOENTE LTDA ME,2017-02-01T00:00:00,2017-12-29T00:00:00
668,2017,ESCOLA MUNICIPAL INES SOARES DE LIMA,2017-02-03T00:00:00,2017-12-22T00:00:00
669,2017,ESCOLA MUNICIPAL CORREGO DO EUCLIDES,2017-02-03T00:00:00,2017-12-22T00:00:00
670,2017,ESCOLA SAO MIGUEL LTDA,2017-02-01T00:00:00,2017-12-29T00:00:00
671,2017,ESCOLA NOSSA SENHORA DAS DORES,2017-02-01T00:00:00,2017-12-30T00:00:00
672,2017,ESCOLA PINTOR LAURO VILLARES,2017-02-02T00:00:00,2017-12-22T00:00:00
673,2017,ESCOLA MUNICIPAL ANTONIO HERACLIO DO REGO,2017-02-03T00:00:00,2017-12-22T00:00:00
674,2017,ESCOLA MONSENHOR ALVARO NEGROMONTE,2017-02-02T00:00:00,2017-12-22T00:00:00
675,2017,EDUCANDARIO GENILDA SATIRO,2017-02-01T00:00:00,2017-12-28T00:00:00
676,2017,ESCOLA ALBERTO TORRES,2017-02-02T00:00:00,2017-12-22T00:00:00
677,2017,COLEGIO CBV JAQUEIRA,2017-02-01T00:00:00,2017-12-27T00:00:00
678,2017,ESCOLA MUNICIPAL JADER FIGUEIREDO DE ANDRADE SILVA,2017-02-11T00:00:00,2017-12-22T00:00:00
679,2017,ESCOLA DOUTOR FABIO CORREA,2017-02-02T00:00:00,2017-12-22T00:00:00
680,2017,COLEGIO ESPACO ABERTO,2017-02-06T00:00:00,2017-12-29T00:00:00
681,2017,EDUCANDARIO DESENVOLVER,2017-02-01T00:00:00,2017-12-29T00:00:00
682,2017,EXCLUSIVO COLEGIO E CURSO,2017-02-02T00:00:00,2017-12-29T00:00:00
683,2017,GRUPO DE MAES DO ALTO DA FAVELA,,
684,2017,EDUCANDARIO ANITA GARIBALDI LTDA,2017-02-01T00:00:00,2017-12-28T00:00:00
685,2017,ESCOLA TECNICA SER MAIS,2017-01-09T00:00:00,2017-12-22T00:00:00
686,2017,INSTITUTO SANTA RITA DE CASSIA-EXTENSAO,2017-02-01T00:00:00,2017-12-29T00:00:00
687,2017,W D CENTRO EDUCACIONAL LTDA,2017-02-01T00:00:00,2017-12-20T00:00:00
688,2017,ESCOLA BENFICA,2017-02-01T00:00:00,2017-12-28T00:00:00
689,2017,ESCOLA ABDIAS GOMES DE MOURA,2017-02-02T00:00:00,2017-12-22T00:00:00
690,2017,ESCOLA MUNICIPAL DO PANTANAL,2017-02-03T00:00:00,2017-12-22T00:00:00
691,2017,90 GRAUS COLEGIO E CURSO,2017-02-01T00:00:00,2017-12-29T00:00:00
692,2017,ESCOLA PAROQUIAL SANTA LUZIA ENS FUND E MEDIO,2017-01-02T00:00:00,2017-12-15T00:00:00
693,2017,CMEI CELESTE VIDAL,2017-02-03T00:00:00,2017-12-22T00:00:00
694,2017,ESCOLA MUNICIPAL DO SANCHO,2017-02-03T00:00:00,2017-12-23T00:00:00
695,2017,ESC CRISTA BESSONI,2017-02-01T00:00:00,2017-12-22T00:00:00
696,2017,ESCOLA DE REFERENCIA EM ENSINO MEDIO PROFESSORA HELENA PUGO,2017-02-02T00:00:00,2017-12-22T00:00:00
697,2017,ESCOLA PLANO DE DEUS,2017-02-01T00:00:00,2017-12-22T00:00:00
698,2017,CMEI PROFESSOR PAULO ROSAS,2017-02-03T00:00:00,2017-12-22T00:00:00
699,2017,ESCOLA MUNICIPAL ANA MAURICIA WANDERLEY,2017-02-03T00:00:00,2017-12-22T00:00:00
700,2017,SERVICO SOCIAL DO COMERCIO - SESC SANTA RITA,2017-02-06T00:00:00,2017-12-19T00:00:00
701,2017,ESCOLA ASSEMBLEIA DE DEUS,2017-02-01T00:00:00,2017-12-29T00:00:00
702,2017,COLEGIO ETHOS,2017-02-01T00:00:00,2017-12-30T00:00:00
703,2017,ESCOLA LIRIO DOS VALES,2017-02-01T00:00:00,2017-12-29T00:00:00
704,2017,COLEGIO ANNA HELOIZA,2017-02-02T00:00:00,2017-12-31T00:00:00
705,2017,ESCOLA MUNICIPAL PRESBITERO JOSE BEZERRA,2017-02-03T00:00:00,2017-12-22T00:00:00
706,2017,ESCOLA MUNICIPAL IRMA TEREZINHA BATISTA - PROJ NOVO VIVER,2017-02-03T00:00:00,2017-12-22T00:00:00
707,2017,ESCOLA MUNICIPAL ALTO DA GUABIRABA,2017-02-03T00:00:00,2017-12-22T00:00:00
708,2017,ESCOLA MUNICIPAL DINA DE OLIVEIRA,2017-02-11T00:00:00,2017-12-22T00:00:00
709,2017,SENAI CENTRO DE FORMACAO PROFISSIONAL JOSEPH TURTON JUNIOR,2017-01-30T00:00:00,2017-12-15T00:00:00
710,2017,ESCOLA TECNICA DE FORMACAO PROFISSIONAL LTDA,2017-01-02T00:00:00,2017-12-30T00:00:00
711,2017,EDUCANDARIO 13 DE MAIO,2017-02-01T00:00:00,2017-12-29T00:00:00
712,2017,EDUCANDARIO JOAO PAULO,2017-02-01T00:00:00,2017-12-22T00:00:00
713,2017,INSTITUTO EVANGELICO RENASCER,2017-02-01T00:00:00,2017-12-29T00:00:00
714,2017,GRUPO CULTURAL SIMBOLO DA PAZ,,
715,2017,ASSOCIACAO DOS MORADORES DO ALTO DO EUCALIPITO,,
716,2017,CENTRO UNIVERSITARIO MAURICIO DE NASSAU - CAMPUS BLOCO CST - CAMPUS FACULDADE MAURICIO DE NASSAU,,
717,2017,CENTRO EDUCACIONAL SABER VIVER,2017-02-01T00:00:00,2017-12-29T00:00:00
718,2017,CLUBE CARNAVALESCO MISTO REIZADO IMPERIAL,,
719,2017,ESCOLA APRENDER E CRESCER,,
720,2017,INSTITUTO DE FORMACAO TECNICA DE PERNAMBUCO,,
721,2017,COLEGIO MOTIVO - UNIDADE II,,
722,2017,ESCOLA CRESCER,,
723,2017,CONSELHO DOS MORADORES DA RUA CAMBORIU,,
724,2017,ESCOLA IZABEL BARROS,,
725,2017,EDUCANDARIO ESPACO INFANTIL,,
726,2017,CER CENTRO ESPECIALIZADO EM REABILITACAO,,
727,2017,ESCOLA CAMINHANDO PARA O SABER,,
728,2017,ESCOLA ART BABY,,
729,2017,ESCOLA MARIA CLARA MACHADO,,
730,2017,ESCOLA UNICA,,
731,2017,COLEGIO CONTATO,,
732,2017,EDUCANDARIO JANECLEIDE,2017-02-02T00:00:00,2017-12-20T00:00:00
733,2017,CENTRO DE ATIVIDADES COMUNITARIA DO JORDAO ALTO,,
734,2017,ASBRATEC - ASSOCIACAO BRASILEIRA DE TECNOLOGIA,2017-02-07T00:00:00,2017-12-30T00:00:00
735,2017,ESCOLA O CAMINHO DO SABER,,
736,2017,GRUPO FEMININO DO CORREGO DA IMBAUBA,,
737,2017,COLEGIO PAN AMERICANO,,
738,2017,ESCOLA MUNICIPAL LOJISTAS DO RECIFE,,
739,2017,CLUBE DE MAES DOS MORADORES DO ALTO DA BRASILEIRA,,
740,2017,ESCOLA COMUNITARIA BOM GOSTO,,
741,2017,EDUCANDARIO EBENEZER,,
742,2017,FUNDACAO DE EDUCACAO E ASSISTENCIA SOCIAL,,
743,2017,CASA NSA SRA DA CONSOLACAO,,
744,2017,ESC COMUNI EDITH VAUGHN DOSEMINARIO DE EDUC CRISTA,,
745,2017,CENTRO EDUCACIONAL CANDIDO PORTINARI,2017-02-01T00:00:00,2017-12-29T00:00:00
746,2017,SOCIEDADE EUNICE WEAVER DE PERNAMBUCO,,
747,2017,ESCOLA BASE DE ENSINO,2017-02-01T00:00:00,2017-12-29T00:00:00
748,2017,COLEGIO ETERNO APRENDIZ,,
749,2017,ESCOLA GUIMARAES ROSA,,
750,2017,ASSOCIACAO DOS MORADORES DO TOTO,,
751,2017,ESCOLA ESPACO INFANTIL,,
752,2017,ESCOLA MUNICIPAL SITIO DO CEU,2017-02-03T00:00:00,2017-12-22T00:00:00
753,2017,COLEGIO MOTIVO,2017-02-01T00:00:00,2017-12-29T00:00:00
754,2017,ESCOLA TEREZA GALDINO,2017-02-01T00:00:00,2017-12-22T00:00:00
755,2017,ESCOLA ALMIRANTE TAMANDARE,,
756,2017,CENT APLICA AO DESEN E ORIENT TEC EDU RECIFE CAD,,
757,2017,ESCOLA POPEYE,,
758,2017,EDUCANDARIO SONHOS DE ICARO,2017-02-06T00:00:00,2017-12-28T00:00:00
759,2017,CASA DO PROF D HELENA ANDRADE-IBEPE,,
760,2017,ESCOLA MODELO DE EDUCACAO PROFISSIONAL DE PE,,
761,2017,ESCOLA CORACAO DE ESTUDANTE,2017-02-01T00:00:00,2017-12-28T00:00:00
762,2017,ESCOLA INTERAGIR,2017-02-02T00:00:00,2017-12-22T00:00:00
763,2017,ESCOLA SENADOR NILO DE SOUZA COELHO,2017-02-02T00:00:00,2017-12-22T00:00:00
764,2017,COLEGIO MULTIPLO ENSINO,2017-02-01T00:00:00,2017-12-29T00:00:00
765,2017,CENT DE ORIENT DEF E APOIO COMUNID E INST SOCIAIS,,
766,2017,ESCOLA DO GRAO DE MOSTARDA,,
767,2017,ESCOLA O MUNDO DO ABC,2017-01-01T00:00:00,2017-12-29T00:00:00
768,2017,INSTITUTO EDUCACIONAL MARIA DA CONCEICAO,2017-02-01T00:00:00,2017-12-29T00:00:00
769,2017,ESCOLA CONSTRUINDO O FUTURO LTDA,2017-02-01T00:00:00,2017-12-28T00:00:00
770,2017,CRECHE MUNICIPAL BIDO KRAUSE,2017-02-03T00:00:00,2017-12-22T00:00:00
