,ANO,ID,UNIDADE DE ENSINO,CARGO,TIPO DE FUNÇÃO,QUANTIDADE
762,2024,763,NOVA AURORA,PROFESSOR 1,Vice-diretor,1
763,2024,764,NOVA DESCOBERTA,PROFESSOR 1,,4
764,2024,765,NOVA DESCOBERTA,PROFESSOR 1,Apoio Pedagógico Diurno,2
765,2024,766,NOVA DESCOBERTA,PROFESSOR 1,Apoio Pedagógico Noturno,1
766,2024,767,NOVA DESCOBERTA,PROFESSOR 1,Diretor,1
767,2024,768,NOVA DESCOBERTA,PROFESSOR 1,em sala de aula,14
768,2024,769,NOVA DESCOBERTA,PROFESSOR 1,Professor Readaptado,1
769,2024,770,NOVA DESCOBERTA,PROFESSOR 1,Vice-diretor,1
770,2024,771,NOVA MORADA - ANEXO I,PROFESSOR 1,,5
771,2024,772,NOVA MORADA - ANEXO I,PROFESSOR 1,Apoio Pedagógico Noturno,2
772,2024,773,NOVA MORADA - ANEXO I,PROFESSOR 1,Assistente de direção,1
773,2024,774,NOVA MORADA - ANEXO I,PROFESSOR 1,Coordenador pedagógico,1
774,2024,775,NOVA MORADA - ANEXO I,PROFESSOR 1,Diretor,1
775,2024,776,NOVA MORADA - ANEXO I,PROFESSOR 1,em sala de aula,20
776,2024,777,NOVA MORADA - ANEXO I,PROFESSOR 1,Professor Readaptado,2
777,2024,778,NOVA MORADA - ANEXO I,PROFESSOR 1,Vice-diretor,1
778,2024,779,NOVO HORIZONTE,PROFESSOR 1,,2
779,2024,780,NOVO HORIZONTE,PROFESSOR 1,Apoio Pedagógico Diurno,1
780,2024,781,NOVO HORIZONTE,PROFESSOR 1,em sala de aula,8
781,2024,782,NOVO HORIZONTE,PROFESSOR 1,Professor Readaptado,1
782,2024,783,NOVO MANGUE,PROFESSOR 1,,2
783,2024,784,NOVO MANGUE,PROFESSOR 1,Diretor,1
784,2024,785,NOVO MANGUE,PROFESSOR 1,em sala de aula,13
785,2024,786,NOVO MANGUE,PROFESSOR 1,Vice-diretor,1
786,2024,787,NOVO PINA,PROFESSOR 1,,3
787,2024,788,NOVO PINA,PROFESSOR 1,Apoio Pedagógico Diurno,1
788,2024,789,NOVO PINA,PROFESSOR 1,Assistente de direção,1
789,2024,790,NOVO PINA,PROFESSOR 1,Coordenador pedagógico,1
790,2024,791,NOVO PINA,PROFESSOR 1,Diretor,1
791,2024,792,NOVO PINA,PROFESSOR 1,em sala de aula,11
792,2024,793,NOVO PINA,PROFESSOR 1,Professor Readaptado,1
793,2024,794,NOVO PINA,PROFESSOR 1,Vice-diretor,1
794,2024,795,OCTAVIO DE MEIRA LINS,PROFESSOR 1,,6
795,2024,796,OCTAVIO DE MEIRA LINS,PROFESSOR 1,Assistente de direção,2
796,2024,797,OCTAVIO DE MEIRA LINS,PROFESSOR 1,Coordenador pedagógico,2
797,2024,798,OCTAVIO DE MEIRA LINS,PROFESSOR 1,Diretor,1
798,2024,799,OCTAVIO DE MEIRA LINS,PROFESSOR 1,em sala de aula,5
799,2024,800,OCTAVIO DE MEIRA LINS,PROFESSOR 1,Vice-diretor,1
800,2024,801,OLINDINA MONTEIRO DE OLIVEIRA FRANCA,PROFESSOR 1,,2
801,2024,802,OLINDINA MONTEIRO DE OLIVEIRA FRANCA,PROFESSOR 1,Coordenador pedagógico,1
802,2024,803,OLINDINA MONTEIRO DE OLIVEIRA FRANCA,PROFESSOR 1,Diretor,1
803,2024,804,OLINDINA MONTEIRO DE OLIVEIRA FRANCA,PROFESSOR 1,em sala de aula,11
804,2024,805,PADRE ANTONIO HENRIQUE - ANEXO I,PROFESSOR 1,Apoio Pedagógico Diurno,2
805,2024,806,PADRE ANTONIO HENRIQUE - ANEXO I,PROFESSOR 1,Apoio Pedagógico Noturno,1
806,2024,807,PADRE ANTONIO HENRIQUE - ANEXO I,PROFESSOR 1,Coordenador pedagógico,1
807,2024,808,PADRE ANTONIO HENRIQUE - ANEXO I,PROFESSOR 1,Diretor,1
808,2024,809,PADRE ANTONIO HENRIQUE - ANEXO I,PROFESSOR 1,em sala de aula,6
809,2024,810,PADRE ANTONIO HENRIQUE - ANEXO I,PROFESSOR 1,Professor Readaptado,3
810,2024,811,PADRE ANTONIO HENRIQUE - ANEXO I,PROFESSOR 1,Vice-diretor,1
811,2024,812,PADRE DONINO,PROFESSOR 1,Coordenador pedagógico,1
812,2024,813,PADRE DONINO,PROFESSOR 1,Diretor,1
813,2024,814,PADRE DONINO,PROFESSOR 1,em sala de aula,6
814,2024,815,PADRE DONINO,PROFESSOR 1,Vice-diretor,1
815,2024,816,PADRE JOSE DE ANCHIETA,PROFESSOR 1,,2
816,2024,817,PADRE JOSE DE ANCHIETA,PROFESSOR 1,Apoio Pedagógico Diurno,1
817,2024,818,PADRE JOSE DE ANCHIETA,PROFESSOR 1,Coordenador pedagógico,1
818,2024,819,PADRE JOSE DE ANCHIETA,PROFESSOR 1,Diretor,1
819,2024,820,PADRE JOSE DE ANCHIETA,PROFESSOR 1,em sala de aula,17
820,2024,821,PADRE JOSE DE ANCHIETA,PROFESSOR 1,Vice-diretor,1
821,2024,822,PADRE JOSE MATHIAS DELGADO,PROFESSOR 1,,1
822,2024,823,PADRE JOSE MATHIAS DELGADO,PROFESSOR 1,Apoio Pedagógico Diurno,1
823,2024,824,PADRE JOSE MATHIAS DELGADO,PROFESSOR 1,Apoio Pedagógico Noturno,2
824,2024,825,PADRE JOSE MATHIAS DELGADO,PROFESSOR 1,Coordenador pedagógico,1
825,2024,826,PADRE JOSE MATHIAS DELGADO,PROFESSOR 1,Diretor,1
826,2024,827,PADRE JOSE MATHIAS DELGADO,PROFESSOR 1,em sala de aula,10
827,2024,828,PADRE JOSE MATHIAS DELGADO,PROFESSOR 1,Vice-diretor,1
828,2024,829,PAIS E FILHOS,PROFESSOR 1,,2
829,2024,830,PAIS E FILHOS,PROFESSOR 1,Diretor,1
830,2024,831,PAIS E FILHOS,PROFESSOR 1,em sala de aula,11
831,2024,832,PAIS E FILHOS,PROFESSOR 1,Vice-diretor,1
832,2024,833,PAPA JOAO XXIII,PROFESSOR 1,,2
833,2024,834,PAPA JOAO XXIII,PROFESSOR 1,Coordenador pedagógico,1
834,2024,835,PAPA JOAO XXIII,PROFESSOR 1,Diretor,1
835,2024,836,PAPA JOAO XXIII,PROFESSOR 1,em sala de aula,8
836,2024,837,PAPA JOAO XXIII,PROFESSOR 1,Professor Readaptado,1
837,2024,838,PAPA JOAO XXIII,PROFESSOR 1,Vice-diretor,1
838,2024,839,PAROQUIAL CRISTO REI,PROFESSOR 1,,5
839,2024,840,PAROQUIAL CRISTO REI,PROFESSOR 1,Coordenador pedagógico,1
840,2024,841,PAROQUIAL CRISTO REI,PROFESSOR 1,Diretor,1
841,2024,842,PAROQUIAL CRISTO REI,PROFESSOR 1,em sala de aula,8
842,2024,843,PAROQUIAL CRISTO REI,PROFESSOR 1,Outros,1
843,2024,844,PAROQUIAL CRISTO REI,PROFESSOR 1,Professor Readaptado,3
844,2024,845,PAROQUIAL CRISTO REI,PROFESSOR 1,Vice-diretor,1
845,2024,846,PARQUE DOS MILAGRES - ANEXO II,PROFESSOR 1,,1
846,2024,847,PARQUE DOS MILAGRES - ANEXO II,PROFESSOR 1,Apoio Pedagógico Diurno,1
847,2024,848,PARQUE DOS MILAGRES - ANEXO II,PROFESSOR 1,Diretor,1
848,2024,849,PARQUE DOS MILAGRES - ANEXO II,PROFESSOR 1,em sala de aula,12
849,2024,850,PARQUE DOS MILAGRES - ANEXO II,PROFESSOR 1,Professor Readaptado,1
850,2024,851,PARQUE DOS MILAGRES - ANEXO II,PROFESSOR 1,Vice-diretor,1
851,2024,852,PASTOR JOSE MUNGUBA SOBRINHO,PROFESSOR 1,,3
852,2024,853,PASTOR JOSE MUNGUBA SOBRINHO,PROFESSOR 1,Coordenador pedagógico,1
853,2024,854,PASTOR JOSE MUNGUBA SOBRINHO,PROFESSOR 1,Diretor,1
854,2024,855,PASTOR JOSE MUNGUBA SOBRINHO,PROFESSOR 1,em sala de aula,8
855,2024,856,PASTOR JOSE MUNGUBA SOBRINHO,PROFESSOR 1,Professor Readaptado,2
856,2024,857,PASTOR JOSE MUNGUBA SOBRINHO,PROFESSOR 1,Vice-diretor,1
857,2024,858,PASTOR PAULO LEIVAS MACALAO,PROFESSOR 1,,1
858,2024,859,PASTOR PAULO LEIVAS MACALAO,PROFESSOR 1,Assistente de direção,1
859,2024,860,PASTOR PAULO LEIVAS MACALAO,PROFESSOR 1,Coordenador pedagógico,2
860,2024,861,PASTOR PAULO LEIVAS MACALAO,PROFESSOR 1,Diretor,1
861,2024,862,PASTOR PAULO LEIVAS MACALAO,PROFESSOR 1,em sala de aula,12
862,2024,863,PASTOR PAULO LEIVAS MACALAO,PROFESSOR 1,Outros,1
863,2024,864,PASTOR PAULO LEIVAS MACALAO,PROFESSOR 1,Professor Readaptado,3
864,2024,865,PASTOR PAULO LEIVAS MACALAO,PROFESSOR 1,Vice-diretor,1
865,2024,866,PEDRO ALCANTARA,PROFESSOR 1,Coordenador pedagógico,1
866,2024,867,PEDRO ALCANTARA,PROFESSOR 1,Diretor,1
867,2024,868,PEDRO ALCANTARA,PROFESSOR 1,em sala de aula,6
868,2024,869,PEDRO ALCANTARA,PROFESSOR 1,Professor Readaptado,1
869,2024,870,PEDRO ALCANTARA,PROFESSOR 1,Vice-diretor,1
870,2024,871,PINTOR LULA CARDOSO AYRES,PROFESSOR 1,,2
871,2024,872,PINTOR LULA CARDOSO AYRES,PROFESSOR 1,Coordenador pedagógico,1
872,2024,873,PINTOR LULA CARDOSO AYRES,PROFESSOR 1,Diretor,1
873,2024,874,PINTOR LULA CARDOSO AYRES,PROFESSOR 1,em sala de aula,7
874,2024,875,PINTOR LULA CARDOSO AYRES,PROFESSOR 1,Professor Readaptado,3
875,2024,876,PINTOR LULA CARDOSO AYRES,PROFESSOR 1,Vice-diretor,1
876,2024,877,POETA CARLOS PENA FILHO,PROFESSOR 1,,1
877,2024,878,POETA CARLOS PENA FILHO,PROFESSOR 1,Apoio Pedagógico Noturno,1
878,2024,879,POETA CARLOS PENA FILHO,PROFESSOR 1,Assistente de direção,1
879,2024,880,POETA CARLOS PENA FILHO,PROFESSOR 1,Coordenador pedagógico,1
880,2024,881,POETA CARLOS PENA FILHO,PROFESSOR 1,Diretor,1
881,2024,882,POETA CARLOS PENA FILHO,PROFESSOR 1,em sala de aula,9
882,2024,883,POETA CARLOS PENA FILHO,PROFESSOR 1,Professor Readaptado,5
883,2024,884,POETA CARLOS PENA FILHO,PROFESSOR 1,Vice-diretor,1
884,2024,885,POETA JOAO CABRAL DE MELO NETO,PROFESSOR 1,,3
885,2024,886,POETA JOAO CABRAL DE MELO NETO,PROFESSOR 1,Coordenador pedagógico,1
886,2024,887,POETA JOAO CABRAL DE MELO NETO,PROFESSOR 1,Diretor,1
887,2024,888,POETA JOAO CABRAL DE MELO NETO,PROFESSOR 1,em sala de aula,9
888,2024,889,POETA JOAO CABRAL DE MELO NETO,PROFESSOR 1,Professor Readaptado,2
889,2024,890,POETA JOAO CABRAL DE MELO NETO,PROFESSOR 1,Vice-diretor,1
890,2024,891,POETA PAULO BANDEIRA DA CRUZ,PROFESSOR 1,Coordenador pedagógico,1
891,2024,892,POETA PAULO BANDEIRA DA CRUZ,PROFESSOR 1,Diretor,1
892,2024,893,POETA PAULO BANDEIRA DA CRUZ,PROFESSOR 1,em sala de aula,12
893,2024,894,POETA PAULO BANDEIRA DA CRUZ,PROFESSOR 1,Vice-diretor,1
894,2024,895,POETA SOLANO TRINDADE,PROFESSOR 1,,3
895,2024,896,POETA SOLANO TRINDADE,PROFESSOR 1,Coordenador pedagógico,2
896,2024,897,POETA SOLANO TRINDADE,PROFESSOR 1,Diretor,1
897,2024,898,POETA SOLANO TRINDADE,PROFESSOR 1,em sala de aula,18
898,2024,899,POETA SOLANO TRINDADE,PROFESSOR 1,Vice-diretor,1
899,2024,900,PRESBITERO JOSE BEZERRA,PROFESSOR 1,,4
900,2024,901,PRESBITERO JOSE BEZERRA,PROFESSOR 1,Apoio Pedagógico Diurno,1
901,2024,902,PRESBITERO JOSE BEZERRA,PROFESSOR 1,Diretor,1
902,2024,903,PRESBITERO JOSE BEZERRA,PROFESSOR 1,em sala de aula,12
903,2024,904,PRESBITERO JOSE BEZERRA,PROFESSOR 1,Professor Readaptado,2
904,2024,905,PRESBITERO JOSE BEZERRA,PROFESSOR 1,Vice-diretor,1
905,2024,906,PROF ELIZABETH SALES COUTINHO BARROS,PROFESSOR 1,Apoio Pedagógico Diurno,1
906,2024,907,PROF ELIZABETH SALES COUTINHO BARROS,PROFESSOR 1,Coordenador pedagógico,1
907,2024,908,PROF ELIZABETH SALES COUTINHO BARROS,PROFESSOR 1,Diretor,1
908,2024,909,PROF ELIZABETH SALES COUTINHO BARROS,PROFESSOR 1,em sala de aula,8
909,2024,910,PROF ELIZABETH SALES COUTINHO BARROS,PROFESSOR 1,Vice-diretor,1
910,2024,911,PROF JANDIRA BOTELHO PEREIRA DA COSTA,PROFESSOR 1,,3
911,2024,912,PROF JANDIRA BOTELHO PEREIRA DA COSTA,PROFESSOR 1,Apoio Pedagógico Diurno,2
912,2024,913,PROF JANDIRA BOTELHO PEREIRA DA COSTA,PROFESSOR 1,Assistente de direção,1
913,2024,914,PROF JANDIRA BOTELHO PEREIRA DA COSTA,PROFESSOR 1,Coordenador pedagógico,1
914,2024,915,PROF JANDIRA BOTELHO PEREIRA DA COSTA,PROFESSOR 1,Diretor,1
915,2024,916,PROF JANDIRA BOTELHO PEREIRA DA COSTA,PROFESSOR 1,em sala de aula,15
916,2024,917,PROF JANDIRA BOTELHO PEREIRA DA COSTA,PROFESSOR 1,Professor Readaptado,1
917,2024,918,PROF JANDIRA BOTELHO PEREIRA DA COSTA,PROFESSOR 1,Vice-diretor,1
918,2024,919,PROF JOSE LOURENCO DE LIMA,PROFESSOR 1,,2
919,2024,920,PROF JOSE LOURENCO DE LIMA,PROFESSOR 1,Diretor,1
920,2024,921,PROF JOSE LOURENCO DE LIMA,PROFESSOR 1,em sala de aula,7
921,2024,922,PROF JOSE LOURENCO DE LIMA,PROFESSOR 1,Vice-diretor,1
922,2024,923,PROFESSOR ADAUTO PONTES,PROFESSOR 1,,3
923,2024,924,PROFESSOR ADAUTO PONTES,PROFESSOR 1,Apoio Pedagógico Diurno,1
924,2024,925,PROFESSOR ADAUTO PONTES,PROFESSOR 1,Diretor,1
925,2024,926,PROFESSOR ADAUTO PONTES,PROFESSOR 1,em sala de aula,5
926,2024,927,PROFESSOR ADAUTO PONTES,PROFESSOR 1,Professor Readaptado,1
927,2024,928,PROFESSOR ADAUTO PONTES,PROFESSOR 1,Vice-diretor,1
928,2024,929,PROFESSOR ANTONIO DE BRITO ALVES,PROFESSOR 1,,1
929,2024,930,PROFESSOR ANTONIO DE BRITO ALVES,PROFESSOR 1,Apoio Pedagógico Diurno,1
930,2024,931,PROFESSOR ANTONIO DE BRITO ALVES,PROFESSOR 1,Coordenador pedagógico,1
931,2024,932,PROFESSOR ANTONIO DE BRITO ALVES,PROFESSOR 1,Diretor,1
932,2024,933,PROFESSOR ANTONIO DE BRITO ALVES,PROFESSOR 1,em sala de aula,15
933,2024,934,PROFESSOR ENALDO MANOEL DE SOUZA,PROFESSOR 1,,2
934,2024,935,PROFESSOR ENALDO MANOEL DE SOUZA,PROFESSOR 1,Apoio Pedagógico Diurno,1
935,2024,936,PROFESSOR ENALDO MANOEL DE SOUZA,PROFESSOR 1,Assistente de direção,1
936,2024,937,PROFESSOR ENALDO MANOEL DE SOUZA,PROFESSOR 1,Coordenador pedagógico,2
937,2024,938,PROFESSOR ENALDO MANOEL DE SOUZA,PROFESSOR 1,Diretor,1
938,2024,939,PROFESSOR ENALDO MANOEL DE SOUZA,PROFESSOR 1,em sala de aula,15
939,2024,940,PROFESSOR ENALDO MANOEL DE SOUZA,PROFESSOR 1,Professor Readaptado,2
940,2024,941,PROFESSOR ENALDO MANOEL DE SOUZA,PROFESSOR 1,Vice-diretor,1
941,2024,942,PROFESSOR JOAO BATISTA LIPPO NETO,PROFESSOR 1,,2
942,2024,943,PROFESSOR JOAO BATISTA LIPPO NETO,PROFESSOR 1,Apoio Pedagógico Diurno,1
943,2024,944,PROFESSOR JOAO BATISTA LIPPO NETO,PROFESSOR 1,Coordenador pedagógico,1
944,2024,945,PROFESSOR JOAO BATISTA LIPPO NETO,PROFESSOR 1,Diretor,1
945,2024,946,PROFESSOR JOAO BATISTA LIPPO NETO,PROFESSOR 1,em sala de aula,7
946,2024,947,PROFESSOR JOAO BATISTA LIPPO NETO,PROFESSOR 1,Professor Readaptado,4
947,2024,948,PROFESSOR JOAO BATISTA LIPPO NETO,PROFESSOR 1,Vice-diretor,1
948,2024,949,PROFESSOR JOAO FRANCISCO DE SOUZA,PROFESSOR 1,Assistente de direção,1
949,2024,950,PROFESSOR JOAO FRANCISCO DE SOUZA,PROFESSOR 1,Coordenador pedagógico,1
950,2024,951,PROFESSOR JOAO FRANCISCO DE SOUZA,PROFESSOR 1,Diretor,1
951,2024,952,PROFESSOR JOAO FRANCISCO DE SOUZA,PROFESSOR 1,em sala de aula,10
952,2024,953,PROFESSOR JOAO FRANCISCO DE SOUZA,PROFESSOR 1,Outros,1
953,2024,954,PROFESSOR JOAO FRANCISCO DE SOUZA,PROFESSOR 1,Professor Readaptado,3
954,2024,955,PROFESSOR JOAO FRANCISCO DE SOUZA,PROFESSOR 1,Vice-diretor,1
955,2024,956,PROFESSOR JOSE DA COSTA PORTO,PROFESSOR 1,,4
956,2024,957,PROFESSOR JOSE DA COSTA PORTO,PROFESSOR 1,Apoio Pedagógico Noturno,1
957,2024,958,PROFESSOR JOSE DA COSTA PORTO,PROFESSOR 1,Assistente de direção,1
958,2024,959,PROFESSOR JOSE DA COSTA PORTO,PROFESSOR 1,Diretor,1
959,2024,960,PROFESSOR JOSE DA COSTA PORTO,PROFESSOR 1,em sala de aula,6
960,2024,961,PROFESSOR JOSE DA COSTA PORTO,PROFESSOR 1,Vice-diretor,1
961,2024,962,PROFESSOR JOSE SOARES DA SILVA,PROFESSOR 1,,2
962,2024,963,PROFESSOR JOSE SOARES DA SILVA,PROFESSOR 1,Apoio Pedagógico Diurno,1
963,2024,964,PROFESSOR JOSE SOARES DA SILVA,PROFESSOR 1,Apoio Pedagógico Noturno,1
964,2024,965,PROFESSOR JOSE SOARES DA SILVA,PROFESSOR 1,Coordenador pedagógico,2
965,2024,966,PROFESSOR JOSE SOARES DA SILVA,PROFESSOR 1,Diretor,1
966,2024,967,PROFESSOR JOSE SOARES DA SILVA,PROFESSOR 1,em sala de aula,11
967,2024,968,PROFESSOR JOSE SOARES DA SILVA,PROFESSOR 1,Vice-diretor,1
968,2024,969,PROFESSOR JULIO DE OLIVEIRA,PROFESSOR 1,,3
969,2024,970,PROFESSOR JULIO DE OLIVEIRA,PROFESSOR 1,Assistente de direção,1
970,2024,971,PROFESSOR JULIO DE OLIVEIRA,PROFESSOR 1,Diretor,1
971,2024,972,PROFESSOR JULIO DE OLIVEIRA,PROFESSOR 1,em sala de aula,11
972,2024,973,PROFESSOR JULIO DE OLIVEIRA,PROFESSOR 1,Outros,1
973,2024,974,PROFESSOR JULIO DE OLIVEIRA,PROFESSOR 1,Professor Readaptado,1
974,2024,975,PROFESSOR JULIO DE OLIVEIRA,PROFESSOR 1,Vice-diretor,1
975,2024,976,PROFESSOR MANOEL TORRES,PROFESSOR 1,Assistente de direção,1
976,2024,977,PROFESSOR MANOEL TORRES,PROFESSOR 1,Coordenador pedagógico,1
977,2024,978,PROFESSOR MANOEL TORRES,PROFESSOR 1,Diretor,1
978,2024,979,PROFESSOR MANOEL TORRES,PROFESSOR 1,em sala de aula,17
979,2024,980,PROFESSOR MANOEL TORRES,PROFESSOR 1,Outros,3
980,2024,981,PROFESSOR MANOEL TORRES,PROFESSOR 1,Professor Readaptado,2
981,2024,982,PROFESSOR MANOEL TORRES,PROFESSOR 1,Vice-diretor,1
982,2024,983,PROFESSOR MAURO MOTA,PROFESSOR 1,,2
983,2024,984,PROFESSOR MAURO MOTA,PROFESSOR 1,Diretor,1
984,2024,985,PROFESSOR MAURO MOTA,PROFESSOR 1,em sala de aula,8
985,2024,986,PROFESSOR MOACYR DE ALBUQUERQUE,PROFESSOR 1,,2
986,2024,987,PROFESSOR MOACYR DE ALBUQUERQUE,PROFESSOR 1,Coordenador pedagógico,1
987,2024,988,PROFESSOR MOACYR DE ALBUQUERQUE,PROFESSOR 1,Diretor,1
988,2024,989,PROFESSOR MOACYR DE ALBUQUERQUE,PROFESSOR 1,em sala de aula,7
989,2024,990,PROFESSOR MOACYR DE ALBUQUERQUE,PROFESSOR 1,Professor Readaptado,1
990,2024,991,PROFESSOR MOACYR DE ALBUQUERQUE,PROFESSOR 1,Vice-diretor,1
991,2024,992,PROFESSOR ORLANDO PARAHYM,PROFESSOR 1,Coordenador pedagógico,1
992,2024,993,PROFESSOR ORLANDO PARAHYM,PROFESSOR 1,Diretor,1
993,2024,994,PROFESSOR ORLANDO PARAHYM,PROFESSOR 1,em sala de aula,8
994,2024,995,PROFESSOR ORLANDO PARAHYM,PROFESSOR 1,Vice-diretor,1
995,2024,996,PROFESSOR POTIGUAR MATOS,PROFESSOR 1,,3
996,2024,997,PROFESSOR POTIGUAR MATOS,PROFESSOR 1,Apoio Pedagógico Diurno,1
997,2024,998,PROFESSOR POTIGUAR MATOS,PROFESSOR 1,Coordenador pedagógico,1
998,2024,999,PROFESSOR POTIGUAR MATOS,PROFESSOR 1,Diretor,1
999,2024,1000,PROFESSOR POTIGUAR MATOS,PROFESSOR 1,em sala de aula,10
1000,2024,1001,PROFESSOR POTIGUAR MATOS,PROFESSOR 1,Professor Readaptado,1
1001,2024,1002,PROFESSOR POTIGUAR MATOS,PROFESSOR 1,Vice-diretor,1
1002,2024,1003,PROFESSOR RICARDO GAMA,PROFESSOR 1,,3
1003,2024,1004,PROFESSOR RICARDO GAMA,PROFESSOR 1,Coordenador pedagógico,1
1004,2024,1005,PROFESSOR RICARDO GAMA,PROFESSOR 1,Diretor,1
1005,2024,1006,PROFESSOR RICARDO GAMA,PROFESSOR 1,em sala de aula,14
1006,2024,1007,PROFESSOR RICARDO GAMA,PROFESSOR 1,Professor Readaptado,2
1007,2024,1008,PROFESSOR RICARDO GAMA,PROFESSOR 1,Vice-diretor,1
1008,2024,1009,PROFESSOR SIMOES BARBOSA,PROFESSOR 1,,4
1009,2024,1010,PROFESSOR SIMOES BARBOSA,PROFESSOR 1,Coordenador pedagógico,1
1010,2024,1011,PROFESSOR SIMOES BARBOSA,PROFESSOR 1,Diretor,1
1011,2024,1012,PROFESSOR SIMOES BARBOSA,PROFESSOR 1,em sala de aula,15
1012,2024,1013,PROFESSOR SIMOES BARBOSA,PROFESSOR 1,Professor Readaptado,2
1013,2024,1014,PROFESSOR SIMOES BARBOSA,PROFESSOR 1,Vice-diretor,1
1014,2024,1015,PROFESSOR SOLANO MAGALHAES,PROFESSOR 1,,1
1015,2024,1016,PROFESSOR SOLANO MAGALHAES,PROFESSOR 1,Coordenador pedagógico,1
1016,2024,1017,PROFESSOR SOLANO MAGALHAES,PROFESSOR 1,Diretor,1
1017,2024,1018,PROFESSOR SOLANO MAGALHAES,PROFESSOR 1,em sala de aula,13
1018,2024,1019,PROFESSOR SOLANO MAGALHAES,PROFESSOR 1,Outros,1
1019,2024,1020,PROFESSOR SOLANO MAGALHAES,PROFESSOR 1,Vice-diretor,1
1020,2024,1021,PROFESSORA ALMERINDA UMBELINO DE BARROS,PROFESSOR 1,,1
1021,2024,1022,PROFESSORA ALMERINDA UMBELINO DE BARROS,PROFESSOR 1,Assistente de direção,1
1022,2024,1023,PROFESSORA ALMERINDA UMBELINO DE BARROS,PROFESSOR 1,Diretor,1
1023,2024,1024,PROFESSORA ALMERINDA UMBELINO DE BARROS,PROFESSOR 1,em sala de aula,8
1024,2024,1025,PROFESSORA ALMERINDA UMBELINO DE BARROS,PROFESSOR 1,Vice-diretor,1
1025,2024,1026,PROFESSORA MARIA DA PAZ BRANDAO ALVES,PROFESSOR 1,,5
1026,2024,1027,PROFESSORA MARIA DA PAZ BRANDAO ALVES,PROFESSOR 1,Coordenador pedagógico,1
1027,2024,1028,PROFESSORA MARIA DA PAZ BRANDAO ALVES,PROFESSOR 1,Diretor,1
1028,2024,1029,PROFESSORA MARIA DA PAZ BRANDAO ALVES,PROFESSOR 1,em sala de aula,15
1029,2024,1030,PROFESSORA MARIA DA PAZ BRANDAO ALVES,PROFESSOR 1,Professor Readaptado,3
1030,2024,1031,PROFESSORA PRIMITIVA DE BARROS SILVA,PROFESSOR 1,,2
1031,2024,1032,PROFESSORA PRIMITIVA DE BARROS SILVA,PROFESSOR 1,Coordenador pedagógico,1
1032,2024,1033,PROFESSORA PRIMITIVA DE BARROS SILVA,PROFESSOR 1,em sala de aula,9
1033,2024,1034,PROFESSORA PRIMITIVA DE BARROS SILVA,PROFESSOR 1,Professor Readaptado,1
1034,2024,1035,PROFESSORA PRIMITIVA DE BARROS SILVA,PROFESSOR 1,Vice-diretor,1
1035,2024,1036,PROFESSORA SONIA MARIA DE ARAUJO SOUZA,PROFESSOR 1,,2
1036,2024,1037,PROFESSORA SONIA MARIA DE ARAUJO SOUZA,PROFESSOR 1,Assistente de direção,1
1037,2024,1038,PROFESSORA SONIA MARIA DE ARAUJO SOUZA,PROFESSOR 1,Coordenador pedagógico,1
1038,2024,1039,PROFESSORA SONIA MARIA DE ARAUJO SOUZA,PROFESSOR 1,Diretor,1
1039,2024,1040,PROFESSORA SONIA MARIA DE ARAUJO SOUZA,PROFESSOR 1,em sala de aula,11
1040,2024,1041,PROFESSORA SONIA MARIA DE ARAUJO SOUZA,PROFESSOR 1,Professor Readaptado,1
1041,2024,1042,PROFESSORA SONIA MARIA DE ARAUJO SOUZA,PROFESSOR 1,Vice-diretor,1
1042,2024,1043,RENATO ACCIOLY CARNEIRO CAMPOS,PROFESSOR 1,,1
1043,2024,1044,RENATO ACCIOLY CARNEIRO CAMPOS,PROFESSOR 1,Diretor,1
1044,2024,1045,RENATO ACCIOLY CARNEIRO CAMPOS,PROFESSOR 1,em sala de aula,5
1045,2024,1046,RENATO ACCIOLY CARNEIRO CAMPOS,PROFESSOR 1,Vice-diretor,1
1046,2024,1047,ROZEMAR DE MACEDO LIMA,PROFESSOR 1,,2
1047,2024,1048,ROZEMAR DE MACEDO LIMA,PROFESSOR 1,Apoio Pedagógico Noturno,1
1048,2024,1049,ROZEMAR DE MACEDO LIMA,PROFESSOR 1,Diretor,1
1049,2024,1050,ROZEMAR DE MACEDO LIMA,PROFESSOR 1,em sala de aula,9
1050,2024,1051,ROZEMAR DE MACEDO LIMA,PROFESSOR 1,Professor Readaptado,5
1051,2024,1052,ROZEMAR DE MACEDO LIMA,PROFESSOR 1,Vice-diretor,1
1052,2024,1053,SANTA CECILIA,PROFESSOR 1,,5
1053,2024,1054,SANTA CECILIA,PROFESSOR 1,Apoio Pedagógico Diurno,2
1054,2024,1055,SANTA CECILIA,PROFESSOR 1,Apoio Pedagógico Noturno,1
1055,2024,1056,SANTA CECILIA,PROFESSOR 1,Coordenador pedagógico,1
1056,2024,1057,SANTA CECILIA,PROFESSOR 1,Diretor,1
1057,2024,1058,SANTA CECILIA,PROFESSOR 1,em sala de aula,13
1058,2024,1059,SANTA CECILIA,PROFESSOR 1,Professor Readaptado,3
1059,2024,1060,SANTA CECILIA,PROFESSOR 1,Vice-diretor,1
1060,2024,1061,SANTA EDWIGES,PROFESSOR 1,,3
1061,2024,1062,SANTA EDWIGES,PROFESSOR 1,Coordenador pedagógico,1
